latest_survival_date,year_completed,blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,other_sold,is_demolished,latitude,longitude,cp_code,cp_type,cp_system,cp_short_term,cp_free,cp_night,cp_decks,cp_gantry_height,cp_basement,geometry,dist_to_airfield,airfield,height_score_2020,density_500m,units_per_floor,est_land_use,is_point_block,nearest_train_stn,dist_to_train_stn,dist_to_city_centre
2003-01-13,1963.0,73,c'wealth dr,10,qt,112.0,0.0,26.0,77.0,8.0,0.0,0.0,1.0,1,1.300027148,103.7965918,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554583.74525328 144730.7791681004),13742,tengah air base,-2.96,56,11.2,666.4,0,COMMONWEALTH MRT STATION,328,6354
2008-08-08,1964.0,74,c'wealth dr,10,qt,95.0,0.0,0.0,94.0,1.0,0.0,0.0,0.0,1,1.299843215,103.79697850000001,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554626.79250037 144710.2985692112),13786,tengah air base,-2.91,57,9.5,596.5,0,COMMONWEALTH MRT STATION,323,6307
2008-08-08,1964.0,75,c'wealth dr,10,qt,95.0,0.0,0.0,94.0,1.0,0.0,0.0,0.0,1,1.299966377,103.79772009999999,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554709.34703474 144724.0124296395),13836,tengah air base,-2.33,63,9.5,596.5,0,COMMONWEALTH MRT STATION,281,6232
2008-08-08,1964.0,76,c'wealth dr,10,qt,95.0,0.0,0.0,94.0,1.0,0.0,0.0,0.0,1,1.295803645,103.79880240000001,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554829.82811962 144260.5003071522),14228,paya lebar air base,0.25,59,9.5,596.5,0,COMMONWEALTH MRT STATION,736,6001
2008-08-08,1964.0,77,c'wealth dr,10,qt,95.0,0.0,0.0,94.0,1.0,0.0,0.0,0.0,1,1.298799808,103.7962589,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554546.68699479 144594.1171604735),13811,tengah air base,-2.91,57,9.5,596.5,0,COMMONWEALTH MRT STATION,463,6354
2008-08-08,1964.0,78,c'wealth dr,10,qt,95.0,0.0,0.0,94.0,1.0,0.0,0.0,0.0,1,1.3016499879999999,103.7967964,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554606.52122109 144911.4794611363),13633,tengah air base,-3.3,54,9.5,596.5,0,COMMONWEALTH MRT STATION,190,6384
2008-08-08,1964.0,79,c'wealth dr,10,qt,95.0,0.0,0.0,94.0,1.0,0.0,0.0,0.0,1,1.3016499879999999,103.7967964,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554606.52122109 144911.4794611363),13633,tengah air base,-3.3,54,9.5,596.5,0,COMMONWEALTH MRT STATION,190,6384
2008-08-08,1964.0,80,c'wealth dr,10,qt,99.0,0.0,0.0,95.0,4.0,0.0,0.0,0.0,1,1.295803645,103.79880240000001,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554829.82811962 144260.5003071522),14228,paya lebar air base,0.25,59,9.9,629.75,0,COMMONWEALTH MRT STATION,736,6001
2014-06-27,1962.0,55,c'wealth dr,10,qt,118.0,0.0,29.0,87.0,2.0,0.0,0.0,0.0,1,1.297119748,103.79737,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554670.37408101 144407.0457373345),14030,tengah air base,-2.29,58,11.8,679.2,0,COMMONWEALTH MRT STATION,597,6189
2014-06-27,1962.0,56,c'wealth dr,10,qt,118.0,0.0,29.0,86.0,2.0,0.0,0.0,1.0,1,1.297528021,103.7970902,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554639.22688749 144452.5061327577),13976,tengah air base,-2.55,58,11.8,680.8,0,COMMONWEALTH MRT STATION,560,6229
2014-06-27,1962.0,58,c'wealth dr,10,qt,117.0,0.0,28.0,85.0,3.0,0.0,0.0,1.0,1,1.297769693,103.79709009999999,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554639.21575554 144479.4158380138),13957,tengah air base,-3.02,59,11.7,679.5,0,COMMONWEALTH MRT STATION,534,6236
2014-06-27,1963.0,59,c'wealth dr,10,qt,115.0,0.0,28.0,82.0,5.0,0.0,0.0,0.0,1,1.298011246,103.7970907,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554639.28254723 144506.3122954228),13938,tengah air base,-2.86,58,11.5,670.9,0,COMMONWEALTH MRT STATION,508,6242
2014-06-27,1963.0,60,c'wealth dr,10,qt,118.0,0.0,29.0,86.0,2.0,0.0,0.0,1.0,1,1.298252192,103.79709009999999,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554639.21575554 144533.1411671205),13919,tengah air base,-2.68,59,11.8,680.8,0,COMMONWEALTH MRT STATION,483,6249
2014-06-27,1963.0,62,c'wealth dr,10,qt,119.0,0.0,29.0,88.0,1.0,0.0,0.0,1.0,1,1.298493156,103.7970912,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554639.33820698 144559.9720456391),13900,tengah air base,-2.68,59,11.9,684.3,0,COMMONWEALTH MRT STATION,457,6256
2014-06-27,1963.0,63,c'wealth dr,10,qt,116.0,0.0,29.0,83.0,4.0,0.0,0.0,0.0,1,1.298820888,103.7970912,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554639.33820698 144596.4643783855),13875,tengah air base,-2.86,58,11.6,672.2,0,COMMONWEALTH MRT STATION,423,6265
2014-06-27,1963.0,64,c'wealth dr,10,qt,116.0,0.0,28.0,84.0,4.0,0.0,0.0,0.0,1,1.299170027,103.7968974,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554617.76448966 144635.3403449366),13832,tengah air base,-2.86,58,11.6,674.4,0,COMMONWEALTH MRT STATION,394,6296
2014-06-27,1963.0,65,c'wealth dr,10,qt,112.0,0.0,26.0,77.0,8.0,0.0,0.0,1.0,1,1.299594858,103.7967483,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554601.16675358 144682.6444796071),13787,tengah air base,-2.86,58,11.2,666.4,0,COMMONWEALTH MRT STATION,359,6324
2014-06-27,1963.0,66,c'wealth dr,10,qt,117.0,0.0,28.0,86.0,3.0,0.0,0.0,0.0,1,1.299116852,103.7965838,q73,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11554582.85469735 144629.4194090283),13812,tengah air base,-2.86,58,11.7,677.9,0,COMMONWEALTH MRT STATION,415,6328
2003-01-15,1967.0,28,lor 5 toa payoh / lor 6 toa payoh,12,tp,86.0,0.0,13.0,67.0,3.0,2.0,1.0,0.0,1,1.333218365,103.8545172,tp10,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,2.15,n,POINT (11561031.97128527 148426.5843424894),6806,paya lebar air base,-2.06,62,7.166666666666667,445.3333333333333,0,TOA PAYOH MRT STATION,784,5439
2003-01-15,1967.0,30,lor 5 toa payoh / lor 6 toa payoh,12,tp,86.0,0.0,13.0,67.0,3.0,2.0,1.0,0.0,1,1.333218365,103.8545172,tp10,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,2.15,n,POINT (11561031.97128527 148426.5843424894),6806,paya lebar air base,-2.06,62,7.166666666666667,445.3333333333333,0,TOA PAYOH MRT STATION,784,5439
2003-01-15,1967.0,32,lor 5 toa payoh / lor 6 toa payoh,12,tp,86.0,0.0,13.0,67.0,3.0,2.0,1.0,0.0,1,1.334886917,103.854606,tp10,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,2.15,n,POINT (11561041.85645605 148612.3770608049),6718,paya lebar air base,-3.23,70,7.166666666666667,445.3333333333333,0,TOA PAYOH MRT STATION,830,5624
2003-01-15,1967.0,33,lor 5 toa payoh / lor 6 toa payoh,12,tp,86.0,0.0,13.0,67.0,3.0,2.0,1.0,0.0,1,1.338748118,103.8508819,tp10,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,2.15,n,POINT (11560627.29154039 149042.3210103356),6939,paya lebar air base,-2.4,78,7.166666666666667,445.3333333333333,0,BRADDELL MRT STATION,493,6040
2003-02-20,1971.0,1,jln pasar baru / geylang serai,12,gl,97.0,0.0,3.0,90.0,3.0,1.0,0.0,0.0,1,1.316917244,103.89739,m25,surface car park,electronic parking,whole day,no,yes,0,4.5,n,POINT (11565804.54955015 146611.4664622048),4979,paya lebar air base,-2.21,28,8.083333333333334,510.9583333333333,0,PAYA LEBAR MRT STATION,501,6267
2018-05-13,1968.0,81,macpherson lane,12,gl,130.0,0.0,115.0,11.0,2.0,0.0,0.0,2.0,1,1.332169382,103.8862967,m25,surface car park,electronic parking,whole day,no,yes,0,4.5,n,POINT (11564569.64904294 148309.7804937325),4037,paya lebar air base,-2.41,27,10.833333333333334,473.5,0,TAI SENG MRT STATION,417,6577
2018-05-13,1968.0,83,macpherson lane,12,gl,93.0,0.0,11.0,78.0,2.0,0.0,0.0,2.0,1,1.331549855,103.8855179,m25,surface car park,electronic parking,whole day,no,yes,0,4.5,n,POINT (11564482.95342351 148240.7964267795),4145,paya lebar air base,-1.85,33,7.75,471.4583333333333,0,TAI SENG MRT STATION,522,6471
2003-02-20,1971.0,2,jln pasar baru / geylang serai,12,gl,97.0,0.0,3.0,90.0,3.0,1.0,0.0,0.0,1,1.316917244,103.89739,m37,surface car park,electronic parking,7am-7pm,no,no,0,0.0,n,POINT (11565804.54955015 146611.4664622048),4979,paya lebar air base,-2.21,28,8.083333333333334,510.9583333333333,0,PAYA LEBAR MRT STATION,501,6267
2003-02-20,1971.0,3,jln pasar baru / geylang serai,12,gl,97.0,0.0,3.0,90.0,3.0,1.0,0.0,0.0,1,1.316917244,103.89739,m38,surface car park,electronic parking,7am-10.30pm,no,no,0,0.0,n,POINT (11565804.54955015 146611.4664622048),4979,paya lebar air base,-2.21,28,8.083333333333334,510.9583333333333,0,PAYA LEBAR MRT STATION,501,6267
2004-07-16,1978.0,46,bedok sth ave 3,15,bd,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.3225286109999999,103.94266640000001,b65,surface car park,electronic parking,no,sun & ph fr 7am-10.30pm,yes,0,5.4,n,POINT (11570844.69534311 147236.2867191012),5576,paya lebar air base,-0.13,53,9.866666666666667,745.2333333333333,0,TANAH MERAH MRT STATION,656,11003
2004-07-16,1978.0,47,bedok sth ave 3,15,bd,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.322151981,103.94336379999999,b65,surface car park,electronic parking,no,sun & ph fr 7am-10.30pm,yes,0,5.4,n,POINT (11570922.32955598 147194.3492908127),5659,paya lebar air base,0.67,52,9.866666666666667,745.2333333333333,0,TANAH MERAH MRT STATION,646,11059
2004-07-16,1978.0,48,bedok sth ave 3,15,bd,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.322641397,103.94341309999999,b65,surface car park,electronic parking,no,sun & ph fr 7am-10.30pm,yes,0,5.4,n,POINT (11570927.81760688 147248.8453449495),5622,paya lebar air base,0.08,52,9.866666666666667,745.2333333333333,0,TANAH MERAH MRT STATION,598,11085
2004-07-16,1978.0,49,bedok sth ave 3,15,bd,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.323108046,103.9435008,b65,surface car park,electronic parking,no,sun & ph fr 7am-10.30pm,yes,0,5.4,n,POINT (11570937.58032622 147300.8063230665),5591,paya lebar air base,-0.28,50,9.866666666666667,745.2333333333333,0,TANAH MERAH MRT STATION,549,11114
2004-07-16,1978.0,50,bedok sth ave 3,15,bd,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.323603286,103.9435934,b65,surface car park,electronic parking,no,sun & ph fr 7am-10.30pm,yes,0,5.4,n,POINT (11570947.88851107 147355.9508959495),5558,paya lebar air base,-0.59,44,9.866666666666667,745.2333333333333,0,TANAH MERAH MRT STATION,499,11144
2004-07-19,1978.0,30,dover rd,15,qt,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.299263848,103.7844561,ar1m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n,POINT (11553232.80530886 144645.7871365519),12878,tengah air base,1.18,11,9.866666666666667,745.2333333333333,0,ONE-NORTH MRT STATION,340,7642
2004-07-19,1978.0,31,dover rd,15,qt,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.300432779,103.7837699,ar1m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n,POINT (11553156.41787427 144775.9454339593),12730,tengah air base,1.31,13,9.866666666666667,745.2333333333333,0,ONE-NORTH MRT STATION,418,7746
2004-07-19,1978.0,32,dover rd,15,qt,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.300016517,103.783652,ar1m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n,POINT (11553143.29330631 144729.595425901),12756,tengah air base,1.31,13,9.866666666666667,745.2333333333333,0,ONE-NORTH MRT STATION,426,7748
2004-07-19,1978.0,34,dover rd,15,qt,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.299626355,103.7833064,ar1m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n,POINT (11553104.82129029 144686.1516117717),12764,tengah air base,1.31,13,9.866666666666667,745.2333333333333,0,ONE-NORTH MRT STATION,464,7776
2004-07-19,1978.0,35,dover rd,15,qt,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.299123981,103.7834245,ar1m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n,POINT (11553117.96812215 144630.2132097186),12815,tengah air base,1.18,11,9.866666666666667,745.2333333333333,0,ONE-NORTH MRT STATION,456,7751
2004-07-19,1978.0,36,dover rd,12,qt,144.0,0.0,2.0,92.0,45.0,4.0,1.0,0.0,1,1.299991656,103.78274300000001,ar1m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n,POINT (11553042.10388918 144726.8271995187),12692,tengah air base,-1.92,13,12.0,872.5833333333334,0,ONE-NORTH MRT STATION,527,7846
2004-07-19,1978.0,37,dover rd,15,qt,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.299582927,103.7826368,ar1m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n,POINT (11553030.28175925 144681.3159850379),12719,tengah air base,1.31,13,9.866666666666667,745.2333333333333,0,ONE-NORTH MRT STATION,538,7848
2004-07-19,1978.0,38,dover rd,12,qt,144.0,0.0,2.0,92.0,45.0,4.0,1.0,0.0,1,1.298920274,103.7821726,ar1m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n,POINT (11552978.60725163 144607.5308207512),12742,tengah air base,-2.1,10,12.0,872.5833333333334,0,ONE-NORTH MRT STATION,597,7882
2004-07-19,1978.0,39,dover rd,15,qt,148.0,0.0,2.0,83.0,54.0,8.0,1.0,0.0,1,1.29842598,103.78254799999999,ar1m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n,POINT (11553020.39658847 144552.4921268244),12811,tengah air base,1.0,9,9.866666666666667,745.2333333333333,0,ONE-NORTH MRT STATION,567,7830
2004-07-28,1971.0,104,tao ching rd,10,jw,100.0,0.0,0.0,97.0,2.0,1.0,0.0,0.0,1,1.331778209,103.7243951,j27,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11546546.84537232 148266.2235451674),6377,tengah air base,-5.98,58,10.0,635.75,0,LAKESIDE MRT STATION,1431,15091
2004-07-28,1971.0,105,tao ching rd,10,jw,100.0,0.0,0.0,97.0,2.0,1.0,0.0,0.0,1,1.3332458870000001,103.723612,j27,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11546459.67107908 148429.6489071459),6197,tengah air base,-5.66,67,10.0,635.75,0,LAKESIDE MRT STATION,1253,15229
2005-11-25,1974.0,20,upp boon keng rd,16,kwn,281.0,0.0,0.0,277.0,0.0,4.0,0.0,0.0,1,1.312707295,103.87069059999999,brm2,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,12,2.0,n,POINT (11562832.38593767 146142.6936602989),6802,paya lebar air base,-4.54,24,17.5625,1110.78125,0,KALLANG MRT STATION,155,3817
2005-11-25,1976.0,54,sims dr,13,gl,159.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,1,1.316150757,103.8784402,sd1,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11563695.06746352 146526.1189897025),5976,paya lebar air base,-0.06,16,12.23076923076923,1100.7692307692307,0,ALJUNIED MRT STATION,497,4643
2005-11-25,1976.0,56,sims dr,13,gl,159.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,1,1.316150757,103.8784402,sd1,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11563695.06746352 146526.1189897025),5976,paya lebar air base,-0.06,16,12.23076923076923,1100.7692307692307,0,ALJUNIED MRT STATION,497,4643
2005-11-25,1976.0,57,sims dr,13,gl,159.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,1,1.3194127820000001,103.879496,sd1,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11563812.5985819 146889.3420168779),5615,paya lebar air base,-0.35,26,12.23076923076923,1100.7692307692307,0,ALJUNIED MRT STATION,502,4996
2005-11-25,1976.0,59,sims dr,13,gl,159.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,1,1.317000196,103.8759946,sd1,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11563422.82451683 146620.7030764535),6063,paya lebar air base,-2.96,26,12.23076923076923,1100.7692307692307,0,GEYLANG BAHRU MRT STATION,676,4547
2005-11-25,1976.0,60,sims dr,12,gl,300.0,0.0,0.0,193.0,0.0,6.0,0.0,101.0,1,1.317602318,103.8774245,sd1,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11563582.00025672 146687.74871018),5913,paya lebar air base,-2.91,22,25.0,1723.4166666666667,0,ALJUNIED MRT STATION,622,4696
2005-11-25,1976.0,62,sims dr,12,gl,300.0,0.0,0.0,194.0,0.0,7.0,0.0,99.0,1,1.31747603,103.8763541,sd1,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11563462.84387377 146673.6866765705),5997,paya lebar air base,-2.71,24,25.0,1725.125,0,GEYLANG BAHRU MRT STATION,667,4613
2006-03-22,1976.0,182,boon lay dr,7,jw,158.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,1,1.348409676,103.70775520000001,bl3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11544694.50017747 150118.1365085644),4293,tengah air base,-7.89,61,22.571428571428573,2031.4285714285713,0,BOON LAY MRT STATION,1100,17501
2006-03-22,1976.0,184,boon lay dr,13,jw,240.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,1,1.3412141990000002,103.71020340000001,bl3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11544967.03255483 149316.9189845676),5090,tengah air base,-1.54,26,18.46153846153846,1661.5384615384614,0,BOON LAY MRT STATION,540,16940
2006-03-22,1976.0,181,boon lay dr,16,jw,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,1,1.348409676,103.70775520000001,bl3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11544694.50017747 150118.1365085644),4293,tengah air base,1.11,61,11.25,1012.5,0,BOON LAY MRT STATION,1100,17501
2011-12-29,1973.0,167,boon lay dr,11,jw,109.0,0.0,0.0,106.0,0.0,3.0,0.0,0.0,1,1.348409676,103.70775520000001,bl3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11544694.50017747 150118.1365085644),4293,tengah air base,-3.89,61,9.909090909090908,633.6363636363636,0,BOON LAY MRT STATION,1100,17501
2011-12-29,1973.0,168,boon lay dr,11,jw,109.0,0.0,0.0,106.0,0.0,3.0,0.0,0.0,1,1.342540562,103.7137244,bl3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11545358.98848191 149464.6095409743),4973,tengah air base,-4.32,25,9.909090909090908,633.6363636363636,0,LAKESIDE MRT STATION,830,16634
2011-12-29,1973.0,169,boon lay dr,11,jw,108.0,0.0,0.0,107.0,0.0,1.0,0.0,0.0,1,1.3478378530000001,103.7077519,bl3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11544694.13282315 150054.4638388597),4356,tengah air base,-4.09,67,9.818181818181818,618.4090909090909,0,BOON LAY MRT STATION,1037,17476
2011-12-29,1973.0,170,boon lay dr,11,jw,108.0,0.0,0.0,107.0,0.0,1.0,0.0,0.0,1,1.345986769,103.7075647,bl3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11544673.29381447 149848.3451596384),4561,tengah air base,-4.05,74,9.818181818181818,618.4090909090909,0,BOON LAY MRT STATION,832,17414
2011-12-29,1973.0,171,boon lay dr,11,jw,108.0,0.0,0.0,107.0,0.0,1.0,0.0,0.0,1,1.345986769,103.7075647,bl3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11544673.29381447 149848.3451596384),4561,tengah air base,-4.05,74,9.818181818181818,618.4090909090909,0,BOON LAY MRT STATION,832,17414
2011-12-29,1973.0,172,boon lay dr,11,jw,108.0,0.0,0.0,107.0,0.0,1.0,0.0,0.0,1,1.345986769,103.7075647,bl3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11544673.29381447 149848.3451596384),4561,tengah air base,-4.05,74,9.818181818181818,618.4090909090909,0,BOON LAY MRT STATION,832,17414
2006-03-22,1975.0,217,boon lay ave,11,jw,240.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,1,1.349755288,103.71129930000001,bl9,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.15,n,POINT (11545089.02758479 150267.9708841967),4154,tengah air base,-3.72,47,21.818181818181817,1963.6363636363637,0,LAKESIDE MRT STATION,1237,17204
2006-03-22,1975.0,219,boon lay ave,13,jw,256.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,1,1.349395776,103.7108196,bl9,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.15,n,POINT (11545035.62762506 150227.9390867925),4190,tengah air base,-1.94,47,19.692307692307693,1772.3076923076924,0,LAKESIDE MRT STATION,1265,17235
2006-03-22,1975.0,220,boon lay ave,16,jw,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,1,1.349679825,103.71170240000001,bl9,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.15,n,POINT (11545133.90047153 150259.5680500667),4165,tengah air base,1.57,54,11.25,1012.5,0,LAKESIDE MRT STATION,1194,17160
2006-04-21,1973.0,88,zion rd,16,bm,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,1,1.2937031909999999,103.8309228,h3,surface car park,electronic parking,whole day,no,yes,0,2.4,n,POINT (11558405.4546917 144026.6191234906),11426,paya lebar air base,-7.45,11,6.875,618.75,0,TIONG BAHRU MRT STATION,937,2519
2006-04-21,1973.0,89,zion rd,12,bm,132.0,0.0,0.0,130.0,0.0,2.0,0.0,0.0,1,1.2937031909999999,103.8309228,h3,surface car park,electronic parking,whole day,no,yes,0,2.4,n,POINT (11558405.4546917 144026.6191234906),11426,paya lebar air base,-11.45,11,11.0,696.25,0,TIONG BAHRU MRT STATION,937,2519
2006-04-21,1973.0,90,zion rd,12,bm,132.0,0.0,0.0,130.0,0.0,2.0,0.0,0.0,1,1.2937031909999999,103.8309228,h3,surface car park,electronic parking,whole day,no,yes,0,2.4,n,POINT (11558405.4546917 144026.6191234906),11426,paya lebar air base,-11.45,11,11.0,696.25,0,TIONG BAHRU MRT STATION,937,2519
2006-04-21,1973.0,91,zion rd,12,bm,132.0,0.0,0.0,130.0,0.0,2.0,0.0,0.0,1,1.28850524,103.8335858,h3,surface car park,electronic parking,whole day,no,yes,0,2.4,n,POINT (11558701.89849568 143447.8389239267),11587,paya lebar air base,2.47,57,11.0,696.25,0,TIONG BAHRU MRT STATION,774,2047
2006-04-21,1973.0,92,zion rd,12,bm,130.0,0.0,0.0,129.0,0.0,1.0,0.0,0.0,1,1.292763339,103.8311312,h3,surface car park,electronic parking,whole day,no,yes,0,2.4,n,POINT (11558428.65367358 143921.9686210377),11476,paya lebar air base,-11.0,21,10.833333333333334,681.4583333333334,0,TIONG BAHRU MRT STATION,858,2455
2006-06-22,1976.0,246,ang mo kio ave 2/ ang mo kio ave 3/ang mo kio ave 4,12,amk,88.0,0.0,0.0,0.0,55.0,33.0,0.0,0.0,1,1.3772851119999998,103.83353129999999,a26,surface car park,coupon parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n,POINT (11558695.83158343 153333.444913635),5788,sembawang air base,0.35,23,7.333333333333333,728.75,0,YIO CHU KANG MRT STATION,1363,10493
2006-06-22,1976.0,250,ang mo kio ave 2/ ang mo kio ave 3/ang mo kio ave 4,12,amk,198.0,0.0,0.0,193.0,0.0,5.0,0.0,0.0,1,1.3772851119999998,103.83353129999999,a61,surface car park,coupon parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n,POINT (11558695.83158343 153333.444913635),5788,sembawang air base,0.35,23,16.5,1053.125,0,YIO CHU KANG MRT STATION,1363,10493
2006-06-22,1976.0,251,ang mo kio ave 2/ ang mo kio ave 3/ang mo kio ave 4,12,amk,198.0,0.0,0.0,193.0,0.0,5.0,0.0,0.0,1,1.3772851119999998,103.83353129999999,a39,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11558695.83158343 153333.444913635),5788,sembawang air base,0.35,23,16.5,1053.125,0,YIO CHU KANG MRT STATION,1363,10493
2006-06-22,1976.0,252,ang mo kio ave 2/ ang mo kio ave 3/ang mo kio ave 4,12,amk,201.0,0.0,0.0,195.0,0.0,5.0,1.0,0.0,1,1.377352801,103.834899,a67,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n,POINT (11558848.08325099 153340.9821962938),5706,seletar airport,0.23,39,16.75,1074.375,0,YIO CHU KANG MRT STATION,1219,10472
2006-12-08,1976.0,9,ghim moh rd,10,qt,257.0,0.0,0.0,235.0,20.0,2.0,0.0,0.0,1,1.309494181,103.7887246,gm6b,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,7,2.15,n,POINT (11553707.97255531 145784.9177784018),12384,tengah air base,-12.35,40,25.7,1671.75,0,BUONA VISTA MRT STATION,304,7524
2006-12-08,1976.0,10,ghim moh rd,10,qt,258.0,0.0,0.0,235.0,20.0,3.0,0.0,0.0,1,1.309494181,103.7887246,gm6b,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,7,2.15,n,POINT (11553707.97255531 145784.9177784018),12384,tengah air base,-12.35,40,25.8,1683.25,0,BUONA VISTA MRT STATION,304,7524
