year_completed,blk_no,street,bldg_contract_town,max_floor_lvl,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,total_dwelling_units,age_announced,cluster,num_of_blocks,is_demolished,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE
1955.0,14,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,14,REDHILL CLOSE,REDHILL GARDENS,14 REDHILL CLOSE REDHILL GARDENS SINGAPORE 151014,151014,26204.1256477218,29783.7316940371,1.28562794664946,103.817181930817,103.817181930817
1955.0,15,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,15,REDHILL CLOSE,REDHILL GARDENS,15 REDHILL CLOSE REDHILL GARDENS SINGAPORE 150015,150015,26201.617521519798,29812.0539609566,1.2858840831378502,103.81715939268899,103.81715939268899
1955.0,16,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,16,REDHILL CLOSE,REDHILL GARDENS,16 REDHILL CLOSE REDHILL GARDENS SINGAPORE 150016,150016,26201.9191419771,29839.194384183702,1.28612953160745,103.817162101325,103.817162101325
1955.0,17,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,17,REDHILL CLOSE,REDHILL GARDENS,17 REDHILL CLOSE REDHILL GARDENS SINGAPORE 151017,151017,26258.977045671098,29739.3595260698,1.28522666343858,103.817674794972,103.817674794972
1955.0,18,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,18,REDHILL CLOSE,REDHILL GARDENS,18 REDHILL CLOSE REDHILL GARDENS SINGAPORE 151018,151018,26276.3676670557,29806.2192320023,1.28583132009242,103.81783105297701,103.81783105297701
1955.0,19,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,REDHILL GARDENS,19,REDHILL CLOSE,REDHILL GARDENS,19 REDHILL CLOSE REDHILL GARDENS SINGAPORE 151019,151019,26276.5513331806,29833.3039318733,1.28607626461327,103.81783270181299,103.81783270181299
1955.0,20,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,20,REDHILL CLOSE,HDB-BUKIT MERAH,20 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151020,151020,26222.402394598397,29908.737377140696,1.28675845516815,103.817346147649,103.817346147649
1955.0,21,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,21,REDHILL CLOSE,HDB-BUKIT MERAH,21 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151021,151021,26260.019081546,29875.7143107411,1.28645980826753,103.817684150569,103.817684150569
1955.0,22,redhill cl,bm,7.0,0.0,0.0,41.66666666666666,0.14285714285714285,0.0,0.0,41.80952380952381,56.0,"['1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22']",21.0,1,HDB-BUKIT MERAH,22,REDHILL CLOSE,HDB-BUKIT MERAH,22 REDHILL CLOSE HDB-BUKIT MERAH SINGAPORE 151022,151022,26293.6370954337,29895.3820228092,1.28663767799181,103.81798622088199,103.81798622088199
1973.0,167,boon lay dr,jw,11.0,0.0,0.0,106.66666666666669,0.0,1.6666666666666667,0.0,108.33333333333331,38.0,"['167', '168', '169', '170', '171', '172']",6.0,1,181 BOON LAY DRIVE SINGAPORE 640181,181,BOON LAY DRIVE,NIL,181 BOON LAY DRIVE SINGAPORE 640181,640181,14026.1783879651,36726.1675443444,1.3484096763794198,103.70775516682501,103.70775516682501
1973.0,168,boon lay dr,jw,11.0,0.0,0.0,106.66666666666669,0.0,1.6666666666666667,0.0,108.33333333333331,38.0,"['167', '168', '169', '170', '171', '172']",6.0,1,SUMMERDALE,6,BOON LAY DRIVE,SUMMERDALE,6 BOON LAY DRIVE SUMMERDALE SINGAPORE 649927,649927,14490.1234696051,35999.3438436687,1.34183676871732,103.711924318214,103.711924318214
1973.0,169,boon lay dr,jw,11.0,0.0,0.0,106.66666666666669,0.0,1.6666666666666667,0.0,108.33333333333331,38.0,"['167', '168', '169', '170', '171', '172']",6.0,1,BOON LAY COURT,268,BOON LAY DRIVE,BOON LAY COURT,268 BOON LAY DRIVE BOON LAY COURT SINGAPORE 640268,640268,14025.810904375301,36662.938089575604,1.3478378528797001,103.70775189406099,103.70775189406099
1973.0,170,boon lay dr,jw,11.0,0.0,0.0,106.66666666666669,0.0,1.6666666666666667,0.0,108.33333333333331,38.0,"['167', '168', '169', '170', '171', '172']",6.0,1,BOON LAY MEADOW,180,BOON LAY DRIVE,BOON LAY MEADOW,180 BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 640180,640180,14073.1341099497,36689.8821038567,1.3480815464086202,103.70817710905001,103.70817710905001
1973.0,171,boon lay dr,jw,11.0,0.0,0.0,106.66666666666669,0.0,1.6666666666666667,0.0,108.33333333333331,38.0,"['167', '168', '169', '170', '171', '172']",6.0,1,BOON LAY MEADOW,180,BOON LAY DRIVE,BOON LAY MEADOW,180 BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 640180,640180,14073.1341099497,36689.8821038567,1.3480815464086202,103.70817710905001,103.70817710905001
1973.0,172,boon lay dr,jw,11.0,0.0,0.0,106.66666666666669,0.0,1.6666666666666667,0.0,108.33333333333331,38.0,"['167', '168', '169', '170', '171', '172']",6.0,1,BOON LAY MEADOW,180,BOON LAY DRIVE,BOON LAY MEADOW,180 BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 640180,640180,14073.1341099497,36689.8821038567,1.3480815464086202,103.70817710905001,103.70817710905001
1983.0,1a,woodlands centre rd,wl,4.0,0.0,0.0,71.5,0.0,2.0,0.0,73.5,29.0,"['1a', '2a']",2.0,1,NIL,,WOODLANDS CENTRE ROAD,NIL,NIL,NIL,21062.848422413503,47059.406936523206,1.44186651173176,103.77098143160299,103.77098143160299
1983.0,2a,woodlands centre rd,wl,4.0,0.0,0.0,71.5,0.0,2.0,0.0,73.5,29.0,"['1a', '2a']",2.0,1,268 WOODLANDS CENTRE ROAD,268,WOODLANDS CENTRE ROAD,NIL,268 WOODLANDS CENTRE ROAD,NIL,20853.2514202259,46973.8862551432,1.44108871290856,103.769098080791,103.769098080791
1962.0,24,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN GROVE,24,TANGLIN HALT ROAD,TANGLIN GROVE,24 TANGLIN HALT ROAD TANGLIN GROVE SINGAPORE 140024,140024,24251.5164370472,31116.0827839561,1.29767708730611,103.79963679980601,103.79963679980601
1962.0,25,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN GROVE,25,TANGLIN HALT ROAD,TANGLIN GROVE,25 TANGLIN HALT ROAD TANGLIN GROVE SINGAPORE 140025,140025,24258.164285115,31140.3609455712,1.2978966512203,103.799696530747,103.799696530747
1962.0,26,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN GROVE,26,TANGLIN HALT ROAD,TANGLIN GROVE,26 TANGLIN HALT ROAD TANGLIN GROVE SINGAPORE 141026,141026,24267.5656721983,31163.555029081203,1.29810641144419,103.79978100359301,103.79978100359301
1962.0,27,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN GROVE,27,TANGLIN HALT ROAD,TANGLIN GROVE,27 TANGLIN HALT ROAD TANGLIN GROVE SINGAPORE 142027,142027,24274.040659810402,31187.6962280702,1.2983247366925401,103.799839181345,103.799839181345
1962.0,28,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN GROVE,28,TANGLIN HALT ROAD,TANGLIN GROVE,28 TANGLIN HALT ROAD TANGLIN GROVE SINGAPORE 140028,140028,24280.573338200298,31211.8589778654,1.29854325684418,103.799897877481,103.799897877481
1962.0,29,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN GROVE,29,TANGLIN HALT ROAD,TANGLIN GROVE,29 TANGLIN HALT ROAD TANGLIN GROVE SINGAPORE 141029,141029,24252.006475703798,31245.455108,1.2988470849408,103.799641187531,103.799641187531
1962.0,30,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN GROVE,30,TANGLIN HALT ROAD,TANGLIN GROVE,30 TANGLIN HALT ROAD TANGLIN GROVE SINGAPORE 140030,140030,24243.1883526677,31274.095430892,1.29910609683303,103.799561949337,103.799561949337
1962.0,31,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN GROVE,31,TANGLIN HALT ROAD,TANGLIN GROVE,31 TANGLIN HALT ROAD TANGLIN GROVE SINGAPORE 141031,141031,24233.112806784,31302.3827685602,1.29936191629583,103.79947141266399,103.79947141266399
1962.0,32,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN GROVE,32,TANGLIN HALT ROAD,TANGLIN GROVE,32 TANGLIN HALT ROAD TANGLIN GROVE SINGAPORE 142032,142032,24223.652518205297,31330.978476444303,1.29962052462036,103.799386404296,103.799386404296
1962.0,33,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,33,TANGLIN HALT ROAD,TANGLIN HALT GREEN,33 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 142033,142033,24111.4926884612,30993.386184793,1.2965674454506,103.79837863999701,103.79837863999701
1962.0,34,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,34,TANGLIN HALT ROAD,TANGLIN HALT GREEN,34 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 142034,142034,24109.5820825258,31020.0954708606,1.29680899455535,103.79836146905399,103.79836146905399
1962.0,35,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,35,TANGLIN HALT ROAD,TANGLIN HALT GREEN,35 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 141035,141035,24094.6988003757,31046.7136200294,1.29704971782508,103.79822773294,103.79822773294
1962.0,36,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,36,TANGLIN HALT ROAD,TANGLIN HALT GREEN,36 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 141036,141036,24094.8065241296,31073.5541783422,1.2972924543604298,103.79822869754,103.79822869754
1962.0,37,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,37,TANGLIN HALT ROAD,TANGLIN HALT GREEN,37 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 140037,140037,24071.2619676357,31126.6152553223,1.29777231701972,103.798017132713,103.798017132713
1962.0,38,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,38,TANGLIN HALT ROAD,TANGLIN HALT GREEN,38 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 140038,140038,24149.8008777658,31097.3987813592,1.2975081033726998,103.79872284301399,103.79872284301399
1962.0,40,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,40,TANGLIN HALT ROAD,TANGLIN HALT GREEN,40 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 143040,143040,24133.9887317317,31150.2906603087,1.29798643686941,103.79858075740101,103.79858075740101
1962.0,41,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,41,TANGLIN HALT ROAD,TANGLIN HALT GREEN,41 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 141041,141041,24134.504588978398,31177.0455602277,1.2982283987902201,103.798585389303,103.798585389303
1962.0,42,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,42,TANGLIN HALT ROAD,TANGLIN HALT GREEN,42 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 141042,141042,24133.924987357997,31203.7668021508,1.29847005618342,103.798580178027,103.798580178027
1962.0,43,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,43,TANGLIN HALT ROAD,TANGLIN HALT GREEN,43 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 142043,142043,24133.9019534225,31230.4005998671,1.29871092283084,103.798579967767,103.798579967767
1962.0,44,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,44,TANGLIN HALT ROAD,TANGLIN HALT GREEN,44 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 142044,142044,24129.6381025566,31257.0367282163,1.29895181002757,103.79854165188,103.79854165188
1962.0,45,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,45,TANGLIN HALT ROAD,TANGLIN HALT GREEN,45 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 141045,141045,24127.732097353797,31283.8594586886,1.29919438508048,103.79852452225599,103.79852452225599
1962.0,55,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,COMMONWEALTH VIEW,91A,TANGLIN HALT ROAD,COMMONWEALTH VIEW,91A TANGLIN HALT ROAD COMMONWEALTH VIEW SINGAPORE 143091,143091,24213.323841173198,31497.555419106,1.3011269863302701,103.799293576334,103.799293576334
1962.0,56,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,37,TANGLIN HALT ROAD,TANGLIN HALT GREEN,37 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 140037,140037,24071.2619676357,31126.6152553223,1.29777231701972,103.798017132713,103.798017132713
1962.0,58,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,COMMONWEALTH VIEW,88,TANGLIN HALT ROAD,COMMONWEALTH VIEW,88 TANGLIN HALT ROAD COMMONWEALTH VIEW SINGAPORE 141088,141088,24088.7597376825,31579.132750513,1.30186472740701,103.798174301286,103.798174301286
1962.0,59,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,35A TANGLIN HALT ROAD SINGAPORE 142035,35A,TANGLIN HALT ROAD,NIL,35A TANGLIN HALT ROAD SINGAPORE 142035,142035,24153.000930076498,31046.1382256579,1.29704452141989,103.79875160318501,103.79875160318501
1962.0,60,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,COMMONWEALTH VIEW,88,TANGLIN HALT ROAD,COMMONWEALTH VIEW,88 TANGLIN HALT ROAD COMMONWEALTH VIEW SINGAPORE 141088,141088,24088.7597376825,31579.132750513,1.30186472740701,103.798174301286,103.798174301286
1962.0,62,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,44,TANGLIN HALT ROAD,TANGLIN HALT GREEN,44 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 142044,142044,24129.6381025566,31257.0367282163,1.29895181002757,103.79854165188,103.79854165188
1962.0,63,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,44,TANGLIN HALT ROAD,TANGLIN HALT GREEN,44 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 142044,142044,24129.6381025566,31257.0367282163,1.29895181002757,103.79854165188,103.79854165188
1962.0,64,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,35A TANGLIN HALT ROAD SINGAPORE 142035,35A,TANGLIN HALT ROAD,NIL,35A TANGLIN HALT ROAD SINGAPORE 142035,142035,24153.000930076498,31046.1382256579,1.29704452141989,103.79875160318501,103.79875160318501
1962.0,65,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,37,TANGLIN HALT ROAD,TANGLIN HALT GREEN,37 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 140037,140037,24071.2619676357,31126.6152553223,1.29777231701972,103.798017132713,103.798017132713
1962.0,66,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645163,3.3548387096774195,0.0,0.0,112.25806451612905,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1,TANGLIN HALT GREEN,36,TANGLIN HALT ROAD,TANGLIN HALT GREEN,36 TANGLIN HALT ROAD TANGLIN HALT GREEN SINGAPORE 141036,141036,24094.8065241296,31073.5541783422,1.2972924543604298,103.79822869754,103.79822869754
1979.0,513,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1,WEST COAST PRIDE,513,WEST COAST ROAD,WEST COAST PRIDE,513 WEST COAST ROAD WEST COAST PRIDE SINGAPORE 120513,120513,19869.0625650883,32331.276073588102,1.30866602211239,103.760258216299,103.760258216299
1979.0,514,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1,WEST COAST PRIDE,514,WEST COAST ROAD,WEST COAST PRIDE,514 WEST COAST ROAD WEST COAST PRIDE SINGAPORE 120514,120514,19754.9585924828,32365.1686180886,1.30897250380717,103.75923292909,103.75923292909
1979.0,515,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1,WEST COAST PRIDE,515,WEST COAST ROAD,WEST COAST PRIDE,515 WEST COAST ROAD WEST COAST PRIDE SINGAPORE 120515,120515,19816.2959653223,32299.9542494826,1.30838274486861,103.759784091667,103.759784091667
1979.0,516,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1,WEST COAST PRIDE,516,WEST COAST ROAD,WEST COAST PRIDE,516 WEST COAST ROAD WEST COAST PRIDE SINGAPORE 120516,120516,19889.9104561089,32276.1648552679,1.3081676215758402,103.76044555885599,103.76044555885599
1979.0,517,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1,WEST COAST PRIDE,517,WEST COAST ROAD,WEST COAST PRIDE,517 WEST COAST ROAD WEST COAST PRIDE SINGAPORE 120517,120517,19857.8252129173,32199.7830535341,1.3074768436116,103.760157277816,103.760157277816
