year_completed,blk_no,street,bldg_contract_town,max_floor_lvl,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,total_dwelling_units,age_announced,cluster,num_of_blocks,is_demolished
1962.0,27,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,28,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,29,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,30,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,31,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,32,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,33,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,34,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,35,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,36,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,37,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,38,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,40,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,41,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,42,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,43,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,44,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,45,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,55,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,56,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,58,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,59,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,60,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,62,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,63,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,64,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,65,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1962.0,66,tanglin halt rd,qt,9.5,0.0,27.0,81.90322580645162,3.3548387096774195,0.0,0.0,112.25806451612904,52.0,"['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '40', '41', '42', '43', '44', '45', '55', '56', '58', '59', '60', '62', '63', '64', '65', '66']",31.0,1
1979.0,513,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1
1979.0,514,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1
1979.0,515,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1
1979.0,516,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1
1979.0,517,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1
1979.0,518,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1
1979.0,519,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1
1979.0,520,west coast rd,cl,9.33,0.0,0.0,105.375,17.5,0.5,0.0,123.375,37.0,"['513', '514', '515', '516', '517', '518', '519', '520']",8.0,1
