Site,date_announced,Town,street,orig_blk_no,year_completed,max_floor_lvl,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,total_dwelling_units
79,27-Jun-14,Queenstown,C'WEALTH DR,56,1962,10,0,29,86,2,0,0,118
79,27-Jun-14,Queenstown,C'WEALTH DR,58,1962,10,0,28,85,3,0,0,117
79,27-Jun-14,Queenstown,C'WEALTH DR,59,1963,10,0,28,82,5,0,0,115
79,27-Jun-14,Queenstown,C'WEALTH DR,60,1963,10,0,29,86,2,0,0,118
79,27-Jun-14,Queenstown,C'WEALTH DR,62,1963,10,0,29,88,1,0,0,119
79,27-Jun-14,Queenstown,C'WEALTH DR,63,1963,10,0,29,83,4,0,0,116
79,27-Jun-14,Queenstown,C'WEALTH DR,64,1963,10,0,28,84,4,0,0,116
79,27-Jun-14,Queenstown,C'WEALTH DR,65,1963,10,0,26,77,8,0,0,112
79,27-Jun-14,Queenstown,C'WEALTH DR,66,1963,10,0,28,86,3,0,0,117
80,3-Aug-16,Clementi,WEST COAST RD,513,1979,14,0,0,178,26,1,1,206
80,3-Aug-16,Clementi,WEST COAST RD,514,1979,12,0,0,110,22,0,0,132
80,3-Aug-16,Clementi,WEST COAST RD,515,1979,14,0,0,124,26,2,1,153
80,3-Aug-16,Clementi,WEST COAST RD,516,1979,2,0,0,3,0,0,0,3
80,3-Aug-16,Clementi,WEST COAST RD,517,1979,2,0,0,0,0,0,0,0
80,3-Aug-16,Clementi,WEST COAST RD,518,1979,12,0,0,146,22,1,3,172
80,3-Aug-16,Clementi,WEST COAST RD,519,1979,12,0,0,150,22,0,2,174
80,3-Aug-16,Clementi,WEST COAST RD,520,1979,12,0,0,132,22,0,0,154
81,13-May-18,GL,MACPHERSON LANE,81,1968,12,0,115,11,2,0,0,130
81,13-May-18,GL,MACPHERSON LANE,82,1968,12,0,13,80,1,0,0,94
81,13-May-18,GL,MACPHERSON LANE,83,1968,12,0,11,78,2,0,0,93
