latest_survival_date,year_completed,blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,other_sold,is_demolished,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE
2020-04-24,1981,461,crawford lane,25,kwn,92,0,0,0,0,92,0,0,0,461A CRAWFORD LANE SINGAPORE 191461,461A,CRAWFORD LANE,NIL,461A CRAWFORD LANE SINGAPORE 191461,191461,31097.41488,31924.47537,1.304987976,103.8611503,103.8611503
2020-04-24,1981,18,teck whye lane,12,cck,77,0,0,0,0,77,0,0,0,TECK WHYE HEIGHTS III,18,TECK WHYE LANE,TECK WHYE HEIGHTS III,18 TECK WHYE LANE TECK WHYE HEIGHTS III SINGAPORE 680018,680018,19180.77676,40030.817930000005,1.3782976880000002,103.7540714,103.7540714
2020-04-24,1981,316,hougang ave 7,11,hg,135,0,0,88,0,0,0,47,0,316 HOUGANG AVENUE 7 SINGAPORE 530316,316,HOUGANG AVENUE 7,NIL,316 HOUGANG AVENUE 7 SINGAPORE 530316,530316,35067.57478,38559.26111,1.3649899380000001,103.8968256,103.8968256
2020-04-24,1981,120,geylang east ctrl,12,gl,110,0,0,0,110,0,0,0,0,HDB-GEYLANG EAST,120,GEYLANG EAST CENTRAL,HDB-GEYLANG EAST,120 GEYLANG EAST CENTRAL HDB-GEYLANG EAST SINGAPORE 380120,380120,33724.074960000005,33386.70995,1.318211531,103.88475229999999,103.88475229999999
2020-04-24,1981,525,jurong west st 52,12,jw,132,0,0,110,22,0,0,0,0,525 JURONG WEST STREET 52 SINGAPORE 640525,525,JURONG WEST STREET 52,NIL,525 JURONG WEST STREET 52 SINGAPORE 640525,640525,14980.413559999999,36605.22664,1.347316362,103.7163296,103.7163296
2020-04-24,1981,315,hougang ave 5,4,hg,18,0,0,9,6,0,0,3,0,315 HOUGANG AVENUE 5 SINGAPORE 530315,315,HOUGANG AVENUE 5,NIL,315 HOUGANG AVENUE 5 SINGAPORE 530315,530315,34861.41146,38546.03158,1.3648703430000002,103.89497309999999,103.89497309999999
2020-04-24,1981,234,jurong east st 21,12,je,88,0,0,0,12,76,0,0,0,HDB-JURONG EAST,234,JURONG EAST STREET 21,HDB-JURONG EAST,234 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600234,600234,17797.890030000002,35788.65794,1.339932705,103.7416466,103.7416466
2020-04-24,1981,171,ang mo kio ave 4,16,amk,96,0,0,0,14,82,0,0,0,KEBUN BARU LINK 1,171,ANG MO KIO AVENUE 4,KEBUN BARU LINK 1,171 ANG MO KIO AVENUE 4 KEBUN BARU LINK 1 SINGAPORE 560171,560171,28263.0941,39636.496530000004,1.3747329119999998,103.8356827,103.8356827
2020-04-24,1981,523,jurong west st 52,25,jw,96,0,0,0,0,96,0,0,0,HDB-JURONG WEST,523,JURONG WEST STREET 52,HDB-JURONG WEST,523 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640523,640523,14961.293819999999,36543.20757,1.346755476,103.7161578,103.7161578
2020-04-24,1981,608,bedok reservoir rd,11,bd,118,0,0,86,30,1,1,0,0,EUNOS RAINBOW,608,BEDOK RESERVOIR ROAD,EUNOS RAINBOW,608 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470608,470608,36889.55687,34893.904780000004,1.3318412990000001,103.9131962,103.9131962
2020-04-24,1981,109,jurong east st 13,25,je,96,0,0,0,0,96,0,0,0,JURONG EAST VILLE,109,JURONG EAST STREET 13,JURONG EAST VILLE,109 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600109,600109,17159.58862,35614.96917,1.338361705,103.7359112,103.7359112
2020-04-24,1981,235,jurong east st 21,4,je,15,0,0,15,0,0,0,0,0,235 JURONG EAST STREET 21 SINGAPORE 600235,235,JURONG EAST STREET 21,NIL,235 JURONG EAST STREET 21 SINGAPORE 600235,600235,17855.02064,35793.4408,1.339975979,103.74216,103.74216
2020-04-24,1981,122,geylang east ctrl,12,gl,110,0,0,0,110,0,0,0,0,HDB-GEYLANG EAST,122,GEYLANG EAST CENTRAL,HDB-GEYLANG EAST,122 GEYLANG EAST CENTRAL HDB-GEYLANG EAST SINGAPORE 380122,380122,33748.47208,33327.881519999995,1.317679503,103.88497149999999,103.88497149999999
2020-04-24,1981,125,bt merah lane 1,4,bm,3,0,0,0,0,0,0,3,0,125 BUKIT MERAH LANE 1 SINGAPORE 150125,125,BUKIT MERAH LANE 1,NIL,125 BUKIT MERAH LANE 1 SINGAPORE 150125,150125,24625.766190000002,29817.55108,1.2859336670000001,103.8029997,103.8029997
2020-04-24,1981,144,jln bt merah,11,bm,100,0,0,80,20,0,0,0,0,HDB-BUKIT MERAH,144,JALAN BUKIT MERAH,HDB-BUKIT MERAH,144 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160144,160144,27625.721830000002,28863.46558,1.2773054320000001,103.8299556,103.8299556
2020-04-24,1981,237,jurong east st 21,4,je,12,0,0,12,0,0,0,0,0,HDB-JURONG EAST,237,JURONG EAST STREET 21,HDB-JURONG EAST,237 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600237,600237,17749.655459999998,35874.70819,1.340710896,103.7412132,103.7412132
2020-04-24,1981,157,ang mo kio ave 4,4,amk,47,0,0,46,0,0,0,1,0,HDB-ANG MO KIO,157,ANG MO KIO AVENUE 4,HDB-ANG MO KIO,157 ANG MO KIO AVENUE 4 HDB-ANG MO KIO SINGAPORE 560157,560157,28676.23855,39699.82448,1.3753056209999999,103.83939509999999,103.83939509999999
2020-04-24,1981,661,buffalo rd,23,ct,127,0,0,0,127,0,0,0,0,ZHUJIAO CENTRE (TEKKA MARKET),661,BUFFALO ROAD,ZHUJIAO CENTRE (TEKKA MARKET),661 BUFFALO ROAD ZHUJIAO CENTRE (TEKKA MARKET) SINGAPORE 210661,210661,29871.4458,32114.985689999998,1.3067109829999999,103.8501344,103.8501344
2020-04-24,1981,313,hougang ave 5,13,hg,180,0,0,80,0,0,0,100,0,313 HOUGANG AVENUE 5 SINGAPORE 530313,313,HOUGANG AVENUE 5,NIL,313 HOUGANG AVENUE 5 SINGAPORE 530313,530313,34838.81487,38589.50137,1.3652634730000002,103.89477,103.89477
2020-04-24,1981,173,ang mo kio ave 4,13,amk,168,0,0,24,144,0,0,0,0,KEBUN BARU LINK 1,173,ANG MO KIO AVENUE 4,KEBUN BARU LINK 1,173 ANG MO KIO AVENUE 4 KEBUN BARU LINK 1 SINGAPORE 560173,560173,28325.74934,39700.69913,1.3753135369999998,103.8362457,103.8362457
2020-04-24,1981,259,ang mo kio ave 2,25,amk,96,0,0,0,0,96,0,0,0,THE CLOVER @ KEBUN BARU,259,ANG MO KIO AVENUE 2,THE CLOVER @ KEBUN BARU,259 ANG MO KIO AVENUE 2 THE CLOVER @ KEBUN BARU SINGAPORE 560259,560259,27804.04408,38956.30266,1.368581482,103.8315578,103.8315578
2020-04-24,1981,53,kent rd,4,kwn,36,0,0,0,36,0,0,0,0,KENT VILLE,53,KENT ROAD,KENT VILLE,53 KENT ROAD KENT VILLE SINGAPORE 210053,210053,30089.294189999997,33200.21804,1.316525427,103.852092,103.852092
2020-04-24,1981,102,jln dusun,25,kwn,96,0,0,0,0,96,0,0,0,AH HOOD GARDENS,102,JALAN DUSUN,AH HOOD GARDENS,102 JALAN DUSUN AH HOOD GARDENS SINGAPORE 320102,320102,29212.059830000002,34454.49855,1.327868743,103.84420959999999,103.84420959999999
2020-04-24,1981,103,ah hood rd,25,kwn,96,0,0,0,0,96,0,0,0,AH HOOD GARDENS,103,AH HOOD ROAD,AH HOOD GARDENS,103 AH HOOD ROAD AH HOOD GARDENS SINGAPORE 320103,320103,29280.765789999998,34464.88534,1.327962675,103.844827,103.844827
2020-04-24,1981,112,tampines st 11,11,tap,120,0,0,80,40,0,0,0,0,HDB-TAMPINES,112,TAMPINES STREET 11,HDB-TAMPINES,112 TAMPINES STREET 11 HDB-TAMPINES SINGAPORE 521112,521112,40708.23208,36492.621230000004,1.346298136,103.9475098,103.9475098
2020-04-24,1981,102,jurong east st 13,12,je,196,0,0,172,22,2,0,0,0,JURONG EAST VILLE,102,JURONG EAST STREET 13,JURONG EAST VILLE,102 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600102,600102,17416.43873,35364.49265,1.3360965790000001,103.7382192,103.7382192
2020-04-24,1981,117,hougang ave 1,4,hg,18,0,0,18,0,0,0,0,0,HDB-HOUGANG,117,HOUGANG AVENUE 1,HDB-HOUGANG,117 HOUGANG AVENUE 1 HDB-HOUGANG SINGAPORE 530117,530117,34101.62014,37301.28166,1.35361344,103.88814559999999,103.88814559999999
2020-04-24,1981,232,jurong east st 21,10,je,89,0,0,52,36,0,1,0,0,HDB-JURONG EAST,232,JURONG EAST STREET 21,HDB-JURONG EAST,232 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600232,600232,17706.13663,35776.8626,1.339826001,103.74082220000001,103.74082220000001
2020-04-24,1981,121,hougang ave 1,4,hg,23,0,0,21,2,0,0,0,0,HDB-HOUGANG,121,HOUGANG AVENUE 1,HDB-HOUGANG,121 HOUGANG AVENUE 1 HDB-HOUGANG SINGAPORE 530121,530121,33967.0693,37328.60763,1.353860593,103.8869365,103.8869365
2020-04-24,1981,233,jurong east st 21,8,je,84,0,0,70,14,0,0,0,0,HDB-JURONG EAST,233,JURONG EAST STREET 21,HDB-JURONG EAST,233 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600233,600233,17718.870740000002,35837.52578,1.340374621,103.7409366,103.7409366
2020-04-24,1981,236,jurong east st 21,9,je,96,0,0,0,96,0,0,0,0,HDB-JURONG EAST,236,JURONG EAST STREET 21,HDB-JURONG EAST,236 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600236,600236,17851.52774,35841.09126,1.3404069109999999,103.7421286,103.7421286
2020-04-24,1981,602,bedok reservoir rd,13,bd,120,0,0,0,24,96,0,0,0,EUNOS RAINBOW,602,BEDOK RESERVOIR ROAD,EUNOS RAINBOW,602 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470602,470602,36710.05541,34618.311610000004,1.329348987,103.91158320000001,103.91158320000001
2020-04-24,1981,43,cambridge rd,8,kwn,54,0,0,0,54,0,0,0,0,HDB-KALLANG/WHAMPOA,43,CAMBRIDGE ROAD,HDB-KALLANG/WHAMPOA,43 CAMBRIDGE ROAD HDB-KALLANG/WHAMPOA SINGAPORE 210043,210043,29793.54675,33071.683769999996,1.315363027,103.8494345,103.8494345
2020-04-24,1981,616,bedok reservoir rd,11,bd,198,0,0,176,20,0,2,0,0,EUNOS GROVE,616,BEDOK RESERVOIR ROAD,EUNOS GROVE,616 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470616,470616,37105.62824,34900.84065,1.3319039609999999,103.9151378,103.9151378
2020-04-24,1981,123,hougang ave 1,11,hg,127,0,0,109,18,0,0,0,0,HDB-HOUGANG,123,HOUGANG AVENUE 1,HDB-HOUGANG,123 HOUGANG AVENUE 1 HDB-HOUGANG SINGAPORE 530123,530123,33891.66246,37275.811519999996,1.353383139,103.8862589,103.8862589
2020-04-24,1981,119,aljunied ave 2,2,gl,3,0,0,3,0,0,0,0,0,HDB-GEYLANG EAST,119,ALJUNIED AVENUE 2,HDB-GEYLANG EAST,119 ALJUNIED AVENUE 2 HDB-GEYLANG EAST SINGAPORE 380119,380119,33869.38861,33598.72295,1.320128873,103.88605809999999,103.88605809999999
2020-04-24,1981,251,jurong east st 24,9,je,112,0,0,0,112,0,0,0,0,HDB-JURONG EAST,251,JURONG EAST STREET 24,HDB-JURONG EAST,251 JURONG EAST STREET 24 HDB-JURONG EAST SINGAPORE 600251,600251,17578.65094,36146.17202,1.343165856,103.7396765,103.7396765
2020-04-24,1981,715,clementi west st 2,14,cl,234,0,0,159,73,2,0,0,0,VISTA 18,715,CLEMENTI WEST STREET 2,VISTA 18,715 CLEMENTI WEST STREET 2 VISTA 18 SINGAPORE 120715,120715,20056.6213,31721.735269999997,1.303153603,103.7619437,103.7619437
2020-04-24,1981,54,kent rd,25,kwn,96,0,0,0,0,96,0,0,0,KENT VILLE,54,KENT ROAD,KENT VILLE,54 KENT ROAD KENT VILLE SINGAPORE 210054,210054,30145.717139999997,33261.23669,1.317077254,103.8525989,103.8525989
2020-04-24,1981,84,telok blangah hts,20,bm,76,0,0,0,0,76,0,0,0,HDB-BUKIT MERAH,84,TELOK BLANGAH HEIGHTS,HDB-BUKIT MERAH,84 TELOK BLANGAH HEIGHTS HDB-BUKIT MERAH SINGAPORE 100084,100084,25399.107999999997,28813.464630000002,1.276853136,103.8099486,103.8099486
2020-04-24,1981,111,yishun ring rd,11,ys,143,0,0,104,38,0,1,0,0,CHONG PANG GARDEN,111,YISHUN RING ROAD,CHONG PANG GARDEN,111 YISHUN RING ROAD CHONG PANG GARDEN SINGAPORE 760111,760111,27476.84079,46102.88943,1.43321264,103.82861750000001,103.82861750000001
2020-04-24,1981,209,tampines st 21,8,tap,84,0,0,56,28,0,0,0,0,HDB-TAMPINES,209,TAMPINES STREET 21,HDB-TAMPINES,209 TAMPINES STREET 21 HDB-TAMPINES SINGAPORE 520209,520209,41300.52915,37114.004539999994,1.351917436,103.9528322,103.9528322
2020-04-24,1981,127,hougang ave 1,4,hg,24,0,0,21,3,0,0,0,0,HDB-HOUGANG,127,HOUGANG AVENUE 1,HDB-HOUGANG,127 HOUGANG AVENUE 1 HDB-HOUGANG SINGAPORE 530127,530127,33827.2231,37224.291260000005,1.352917221,103.88567990000001,103.88567990000001
2020-04-24,1981,720,clementi west st 2,3,cl,0,0,0,0,0,0,0,0,0,720 CLEMENTI WEST STREET 2 SINGAPORE 120720,720,CLEMENTI WEST STREET 2,NIL,720 CLEMENTI WEST STREET 2 SINGAPORE 120720,120720,20257.75499,31645.48662,1.302464088,103.763751,103.763751
2020-04-24,1981,207,tampines st 21,9,tap,96,0,0,64,32,0,0,0,0,HDB-TAMPINES,207,TAMPINES STREET 21,HDB-TAMPINES,207 TAMPINES STREET 21 HDB-TAMPINES SINGAPORE 520207,520207,41233.0903,37052.6625,1.3513627119999998,103.9522262,103.9522262
2020-04-24,1981,723,ang mo kio ave 8,2,amk,0,0,0,0,0,0,0,0,0,AMK SPECIALIST CENTRE,723,ANG MO KIO AVENUE 8,AMK SPECIALIST CENTRE,723 ANG MO KIO AVENUE 8 AMK SPECIALIST CENTRE SINGAPORE 560723,560723,29548.06717,39366.36903,1.372289936,103.84722909999999,103.84722909999999
2020-04-24,1981,143,jln bt merah,25,bm,96,0,0,0,0,96,0,0,0,HDB-BUKIT MERAH,143,JALAN BUKIT MERAH,HDB-BUKIT MERAH,143 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160143,160143,27630.83512,28916.51955,1.277785233,103.8300015,103.8300015
2020-04-24,1981,111,jurong east st 13,25,je,96,0,0,0,0,96,0,0,0,JURONG EAST VILLE,111,JURONG EAST STREET 13,JURONG EAST VILLE,111 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600111,600111,17125.43526,35660.753469999996,1.338775749,103.73560429999999,103.73560429999999
2020-04-24,1981,2a,eunos cres,2,gl,3,0,0,0,0,0,0,3,0,2A EUNOS CRESCENT SINGAPORE 401002,2A,EUNOS CRESCENT,NIL,2A EUNOS CRESCENT SINGAPORE 401002,401002,35776.392660000005,33606.75704,1.320201105,103.9031935,103.9031935
2020-04-24,1981,240,jurong east st 21,11,je,80,0,0,0,12,68,0,0,0,HDB-JURONG EAST,240,JURONG EAST STREET 21,HDB-JURONG EAST,240 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600240,600240,17789.72545,35914.13941,1.3410675109999999,103.7415732,103.7415732
2020-04-24,1981,333,kreta ayer rd,19,ct,126,0,0,0,0,0,0,126,0,HDB-CENTRAL AREA,333,KRETA AYER ROAD,HDB-CENTRAL AREA,333 KRETA AYER ROAD HDB-CENTRAL AREA SINGAPORE 080333,080333,29017.744280000003,29244.165780000003,1.2807483370000001,103.84246340000001,103.84246340000001
2020-04-24,1981,716,clementi west st 2,17,cl,244,0,0,0,244,0,0,0,0,VISTA 18,716,CLEMENTI WEST STREET 2,VISTA 18,716 CLEMENTI WEST STREET 2 VISTA 18 SINGAPORE 120716,120716,20182.34273,31585.09143,1.301917877,103.76307340000001,103.76307340000001
2020-04-24,1981,335,ang mo kio ave 1,13,amk,120,0,0,0,120,0,0,0,0,TECK GHEE VIEW,335,ANG MO KIO AVENUE 1,TECK GHEE VIEW,335 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560335,560335,29933.3006,38362.354830000004,1.363209968,103.8506906,103.8506906
2020-04-24,1981,208,tampines st 21,11,tap,87,0,0,57,29,0,1,0,0,HDB-TAMPINES,208,TAMPINES STREET 21,HDB-TAMPINES,208 TAMPINES STREET 21 HDB-TAMPINES SINGAPORE 520208,520208,41325.50965,37034.68135,1.351200056,103.9530567,103.9530567
2020-04-24,1981,334,ang mo kio ave 1,11,amk,100,0,0,0,100,0,0,0,0,TECK GHEE VIEW,334,ANG MO KIO AVENUE 1,TECK GHEE VIEW,334 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560334,560334,29965.540119999998,38418.561480000004,1.363718279,103.85098029999999,103.85098029999999
2020-04-24,1981,336,ang mo kio ave 1,13,amk,120,0,0,0,120,0,0,0,0,336A ANG MO KIO AVENUE 1 SINGAPORE 561336,336A,ANG MO KIO AVENUE 1,NIL,336A ANG MO KIO AVENUE 1 SINGAPORE 561336,561336,30103.169789999996,38351.89518,1.3631153630000001,103.85221700000001,103.85221700000001
2020-04-24,1981,109,yishun ring rd,11,ys,60,0,0,0,8,52,0,0,0,CHONG PANG GARDEN,109,YISHUN RING ROAD,CHONG PANG GARDEN,109 YISHUN RING ROAD CHONG PANG GARDEN SINGAPORE 760109,760109,27480.032639999998,46057.157530000004,1.432799057,103.82864620000001,103.82864620000001
2020-04-24,1981,337,ang mo kio ave 1,13,amk,120,0,0,0,120,0,0,0,0,337A ANG MO KIO AVENUE 1 SINGAPORE 561337,337A,ANG MO KIO AVENUE 1,NIL,337A ANG MO KIO AVENUE 1 SINGAPORE 561337,561337,30103.29377,38300.991089999996,1.362655005,103.8522181,103.8522181
2020-04-24,1981,118,hougang ave 1,4,hg,15,0,0,15,0,0,0,0,0,HDB-HOUGANG,118,HOUGANG AVENUE 1,HDB-HOUGANG,118 HOUGANG AVENUE 1 HDB-HOUGANG SINGAPORE 530118,530118,34028.44702,37284.26606,1.3534595719999998,103.887488,103.887488
2020-04-24,1981,629,bedok reservoir rd,11,bd,110,0,0,0,0,58,52,0,0,EUNOS HEIGHTS,629,BEDOK RESERVOIR ROAD,EUNOS HEIGHTS,629 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470629,470629,37034.772489999996,35176.73638,1.3343990829999999,103.9145012,103.9145012
2020-04-24,1982,339,jurong east ave 1,13,je,120,0,0,72,48,0,0,0,0,HDB-JURONG EAST,339,JURONG EAST AVENUE 1,HDB-JURONG EAST,339 JURONG EAST AVENUE 1 HDB-JURONG EAST SINGAPORE 600339,600339,16672.30562,36850.20217,1.3495325169999999,103.7315322,103.7315322
2020-04-24,1982,57,chai chee dr,4,bd,24,0,0,16,8,0,0,0,0,PING-AN GARDENS,57,CHAI CHEE DRIVE,PING-AN GARDENS,57 CHAI CHEE DRIVE PING-AN GARDENS SINGAPORE 460057,460057,37681.55245,34239.89725,1.325926451,103.9203125,103.9203125
2020-04-24,1982,227,jurong east st 21,25,je,96,0,0,0,0,96,0,0,0,HDB-JURONG EAST,227,JURONG EAST STREET 21,HDB-JURONG EAST,227 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600227,600227,17179.26145,35997.4435,1.341820669,103.7360878,103.7360878
2020-04-24,1982,528,jurong west st 52,12,jw,176,0,0,99,77,0,0,0,0,HDB-JURONG WEST,528,JURONG WEST STREET 52,HDB-JURONG WEST,528 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640528,640528,15050.10484,36716.37809,1.3483216040000001,103.7169558,103.7169558
2020-04-24,1982,341,jurong east ave 1,13,je,120,0,0,72,48,0,0,0,0,HDB-JURONG EAST,341,JURONG EAST AVENUE 1,HDB-JURONG EAST,341 JURONG EAST AVENUE 1 HDB-JURONG EAST SINGAPORE 600341,600341,16641.57436,36814.27105,1.349207558,103.7312561,103.7312561
2020-04-24,1982,239,jurong east st 21,25,je,96,0,0,0,0,96,0,0,0,HDB-JURONG EAST,239,JURONG EAST STREET 21,HDB-JURONG EAST,239 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600239,600239,17716.37841,35902.78882,1.340964835,103.7409141,103.7409141
2020-04-24,1982,529,jurong west st 52,25,jw,96,0,0,0,0,96,0,0,0,HDB-JURONG WEST,529,JURONG WEST STREET 52,HDB-JURONG WEST,529 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640529,640529,14965.06004,36726.900630000004,1.348416729,103.7161916,103.7161916
2020-04-24,1982,61,chai chee rd,12,bd,110,0,0,0,110,0,0,0,0,PING-AN GARDENS,61,CHAI CHEE ROAD,PING-AN GARDENS,61 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 460061,460061,37728.92517,34149.47818,1.3251087190000002,103.9207382,103.9207382
2020-04-24,1982,101,bt purmei rd,11,bm,140,0,0,90,50,0,0,0,0,BUKIT PURMEI VILLE,101,BUKIT PURMEI ROAD,BUKIT PURMEI VILLE,101 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090101,090101,27150.27978,28217.39268,1.2714625659999998,103.8256835,103.8256835
2020-04-24,1982,60,chai chee rd,4,bd,24,0,0,16,8,0,0,0,0,PING-AN GARDENS,60,CHAI CHEE ROAD,PING-AN GARDENS,60 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 460060,460060,37784.58215,34086.71395,1.324541085,103.92123829999998,103.92123829999998
2020-04-24,1982,210,jurong east st 21,10,je,213,0,0,174,36,2,1,0,0,HDB-JURONG EAST,210,JURONG EAST STREET 21,HDB-JURONG EAST,210 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600210,600210,17453.833619999998,35673.91986,1.338894938,103.7385551,103.7385551
2020-04-24,1982,526,jurong west st 52,2,jw,3,0,0,2,1,0,0,0,0,526 JURONG WEST STREET 52 SINGAPORE 640526,526,JURONG WEST STREET 52,NIL,526 JURONG WEST STREET 52 SINGAPORE 640526,640526,15060.40646,36644.53597,1.347671896,103.71704840000001,103.71704840000001
2020-04-24,1982,628,bedok reservoir rd,12,bd,110,0,0,66,44,0,0,0,0,EUNOS HEIGHTS,628,BEDOK RESERVOIR ROAD,EUNOS HEIGHTS,628 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470628,470628,37091.0374,35231.82163,1.334897237,103.9150068,103.9150068
2020-04-24,1982,101,jurong east st 13,16,je,238,0,0,196,40,2,0,0,0,JURONG EAST VILLE,101,JURONG EAST STREET 13,JURONG EAST VILLE,101 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600101,600101,17479.66873,35465.60321,1.337011008,103.7387873,103.7387873
2020-04-24,1982,214,jurong east st 21,10,je,127,0,0,104,23,0,0,0,0,HDB-JURONG EAST,214,JURONG EAST STREET 21,HDB-JURONG EAST,214 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600214,600214,17501.69986,35717.18842,1.33928626,103.7389852,103.7389852
2020-04-24,1982,126,hougang ave 1,13,hg,127,0,0,119,7,1,0,0,0,126A HOUGANG AVENUE 1 SINGAPORE 538901,126A,HOUGANG AVENUE 1,NIL,126A HOUGANG AVENUE 1 SINGAPORE 538901,538901,33860.30516,37170.245989999996,1.352428449,103.8859772,103.8859772
2020-04-24,1982,95,havelock rd,25,bm,96,0,0,0,0,96,0,0,0,HAVELOCK HEIGHTS,95,HAVELOCK ROAD,HAVELOCK HEIGHTS,95 HAVELOCK ROAD HAVELOCK HEIGHTS SINGAPORE 160095,160095,27947.646960000002,30098.5861,1.288475431,103.8328482,103.8328482
2020-04-24,1982,60,dakota cres,15,gl,162,0,0,0,28,134,0,0,0,HDB-KALLANG AIRPORT,60,DAKOTA CRESCENT,HDB-KALLANG AIRPORT,60 DAKOTA CRESCENT HDB-KALLANG AIRPORT SINGAPORE 390060,390060,34141.8015,32178.556419999997,1.307285341,103.8885056,103.8885056
2020-04-24,1982,521,jurong west st 52,12,jw,132,0,0,77,55,0,0,0,0,HDB-JURONG WEST,521,JURONG WEST STREET 52,HDB-JURONG WEST,521 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640521,640521,15082.56873,36525.18544,1.3465925440000002,103.7172476,103.7172476
2020-04-24,1982,210,marsiling cres,2,wl,0,0,0,0,0,0,0,0,0,210 MARSILING CRESCENT SINGAPORE 730210,210,MARSILING CRESCENT,NIL,210 MARSILING CRESCENT SINGAPORE 730210,730210,21363.20251,47539.83686,1.446207087,103.7736804,103.7736804
2020-04-24,1982,527,jurong west st 52,12,jw,176,0,0,99,77,0,0,0,0,HDB-JURONG WEST,527,JURONG WEST STREET 52,HDB-JURONG WEST,527 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640527,640527,14990.18679,36668.01182,1.3478841719999999,103.71641740000001,103.71641740000001
2020-04-24,1982,101,towner rd,4,kwn,44,0,0,44,0,0,0,0,0,HDB-KALLANG/WHAMPOA,101,TOWNER ROAD,HDB-KALLANG/WHAMPOA,101 TOWNER ROAD HDB-KALLANG/WHAMPOA SINGAPORE 322101,322101,31090.40397,33520.8905,1.31942539,103.8610875,103.8610875
2020-04-24,1982,609,bedok reservoir rd,10,bd,214,0,0,176,36,2,0,0,0,609C BEDOK RESERVOIR ROAD SINGAPORE 473609,609C,BEDOK RESERVOIR ROAD,NIL,609C BEDOK RESERVOIR ROAD SINGAPORE 473609,473609,36738.28394,34853.349760000005,1.331474579,103.911837,103.911837
2020-04-24,1982,321,hougang ave 5,11,hg,160,0,0,100,60,0,0,0,0,HDB-HOUGANG,321,HOUGANG AVENUE 5,HDB-HOUGANG,321 HOUGANG AVENUE 5 HDB-HOUGANG SINGAPORE 530321,530321,35229.20853,38792.73057,1.367101312,103.898278,103.898278
2020-04-24,1982,261,jurong east st 24,13,je,175,0,0,110,64,0,1,0,0,HDB-JURONG EAST,261,JURONG EAST STREET 24,HDB-JURONG EAST,261 JURONG EAST STREET 24 HDB-JURONG EAST SINGAPORE 600261,600261,17659.2956,36293.21518,1.3444956890000002,103.7404011,103.7404011
2020-04-24,1982,465,crawford lane,2,kwn,0,0,0,0,0,0,0,0,0,465 CRAWFORD LANE SINGAPORE 190465,465,CRAWFORD LANE,NIL,465 CRAWFORD LANE SINGAPORE 190465,190465,31275.04518,31939.429180000003,1.305123195,103.8627464,103.8627464
2020-04-24,1982,269,tampines st 21,10,tap,182,0,0,163,17,0,2,0,0,HDB-TAMPINES,269,TAMPINES STREET 21,HDB-TAMPINES,269 TAMPINES STREET 21 HDB-TAMPINES SINGAPORE 520269,520269,40765.47689,36984.38465,1.350745436,103.94802440000001,103.94802440000001
2020-04-24,1982,102,tampines st 11,11,tap,140,0,0,90,50,0,0,0,0,HDB-TAMPINES,102,TAMPINES STREET 11,HDB-TAMPINES,102 TAMPINES STREET 11 HDB-TAMPINES SINGAPORE 521102,521102,40486.940610000005,36538.83433,1.3467161630000002,103.9455214,103.9455214
