latest_survival_date,year_completed,blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,other_sold,is_demolished
2020-04-24,1965,91,c'wealth dr,10,qt,95,0,10,80,5,0,0,0,0
2020-04-24,1965,21,balam rd,10,gl,120,0,0,120,0,0,0,0,0
2020-04-24,1965,116,c'wealth cres,2,qt,0,0,0,0,0,0,0,0,0
2020-04-24,1966,59,lengkok bahru,12,bm,176,0,0,0,0,0,0,176,0
2020-04-24,1966,52,lor 6 toa payoh,12,tp,333,0,78,0,0,0,0,255,0
2020-04-24,1966,68,lor 5 toa payoh,12,tp,240,0,0,0,0,0,0,240,0
2020-04-24,1966,55,lengkok bahru,16,bm,420,0,0,0,0,0,0,420,0
2020-04-24,1966,64,lor 5 toa payoh,12,tp,239,0,0,0,0,0,0,239,0
2020-04-24,1966,50,havelock rd,10,bm,96,0,28,0,0,0,0,68,0
2020-04-24,1966,10,jln batu,12,kwn,132,0,0,0,8,97,27,0,0
2020-04-24,1966,57,lengkok bahru,12,bm,176,0,0,0,0,0,0,176,0
2020-04-24,1966,63,lor 5 toa payoh,12,tp,237,0,0,0,0,0,0,237,0
2020-04-24,1966,61,lengkok bahru,10,bm,144,0,0,0,0,0,0,144,0
2020-04-24,1966,2,jln kukoh,12,ct,264,0,0,0,0,0,0,264,0
2020-04-24,1966,56,lor 4 toa payoh,10,tp,140,0,57,19,0,0,0,64,0
2020-04-24,1966,77,circuit rd,2,gl,0,0,0,0,0,0,0,0,0
2020-04-24,1966,3,jln kukoh,16,ct,270,0,0,0,0,0,0,270,0
2020-04-24,1966,58,lor 4 toa payoh,10,tp,138,0,51,18,0,0,0,69,0
2020-04-24,1966,56,lengkok bahru,12,bm,176,0,0,0,0,0,0,176,0
2020-04-24,1966,58,lengkok bahru,12,bm,176,0,0,0,0,0,0,176,0
2020-04-24,1966,51,lor 6 toa payoh,18,tp,238,0,66,170,0,0,0,2,0
2020-04-24,1966,78,circuit rd,2,gl,0,0,0,0,0,0,0,0,0
2020-04-24,1966,61,lor 5 toa payoh,10,tp,120,0,29,90,0,0,0,1,0
2020-04-24,1966,11,jln batu,12,kwn,132,0,0,0,8,99,25,0,0
2020-04-24,1967,118,lor 1 toa payoh,10,tp,118,0,0,116,0,2,0,0,0
2020-04-24,1967,112,lor 1 toa payoh,10,tp,119,0,0,118,0,1,0,0,0
2020-04-24,1967,102,henderson cres,14,bm,140,0,0,0,140,0,0,0,0
2020-04-24,1967,57,lor 5 toa payoh,10,tp,120,0,0,120,0,0,0,0,0
2020-04-24,1967,106,jln bt merah,12,bm,330,0,0,0,0,0,0,330,0
2020-04-24,1967,106,lor 1 toa payoh,10,tp,158,0,0,0,0,0,0,158,0
2020-04-24,1967,115,lor 1 toa payoh,10,tp,120,0,0,120,0,0,0,0,0
2020-04-24,1967,104,henderson cres,12,bm,96,0,0,0,96,0,0,0,0
2020-04-24,1967,46-3,c'wealth dr,2,qt,0,0,0,0,0,0,0,0,0
2020-04-24,1967,28,hoy fatt rd,16,bm,148,0,28,117,2,0,0,1,0
2020-04-24,1967,46-2,c'wealth dr,2,qt,0,0,0,0,0,0,0,0,0
2020-04-24,1967,53,lor 5 toa payoh,19,tp,228,0,0,228,0,0,0,0,0
2020-04-24,1967,104,jln bt merah,12,bm,216,0,0,0,0,0,0,216,0
2020-04-24,1967,95,lor 4 toa payoh,4,tp,34,0,0,33,1,0,0,0,0
2020-04-24,1967,93,lor 4 toa payoh,2,tp,0,0,0,0,0,0,0,0,0
2020-04-24,1967,28,jln bt merah,16,bm,206,0,58,143,4,0,0,1,0
2020-04-24,1967,55,lor 5 toa payoh,12,tp,176,0,106,0,0,0,0,70,0
2020-04-24,1967,110,lor 1 toa payoh,10,tp,118,0,0,116,0,2,0,0,0
2020-04-24,1967,59,lor 5 toa payoh,10,tp,120,0,0,120,0,0,0,0,0
2020-04-24,1967,46-1,c'wealth dr,2,qt,0,0,0,0,0,0,0,0,0
2020-04-24,1967,105,lor 1 toa payoh,10,tp,160,0,0,0,0,0,0,160,0
2020-04-24,1967,92,lor 4 toa payoh,4,tp,23,0,0,23,0,0,0,0,0
2020-04-24,1967,101,henderson cres,12,bm,96,0,0,0,96,0,0,0,0
2020-04-24,1967,103,lor 1 toa payoh,10,tp,158,0,0,0,0,0,0,158,0
2020-04-24,1967,120,lor 2 toa payoh,10,tp,160,0,160,0,0,0,0,0,0
2020-04-24,1967,113,lor 1 toa payoh,10,tp,120,0,0,120,0,0,0,0,0
2020-04-24,1967,104,lor 1 toa payoh,10,tp,160,0,0,0,0,0,0,160,0
2020-04-24,1967,94,lor 4 toa payoh,4,tp,45,0,0,45,0,0,0,0,0
2020-04-24,1967,114,lor 1 toa payoh,10,tp,120,0,0,120,0,0,0,0,0
2020-04-24,1967,117,lor 1 toa payoh,10,tp,116,0,0,112,0,4,0,0,0
2020-04-24,1967,119,lor 1 toa payoh,10,tp,117,0,0,114,0,3,0,0,0
2020-04-24,1967,103,henderson cres,14,bm,140,0,0,0,140,0,0,0,0
2020-04-24,1967,107,jln bt merah,12,bm,222,0,0,218,4,0,0,0,0
