year_completed,blk_no,street,bldg_contract_town,max_floor_lvl,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,total_dwelling_units,age_announced,cluster,num_of_blocks,is_demolished,latitude_x,longitude_x,geometry_x,car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,geometry_y,latitude_y,longitude_y,new_address
1975.0,216,boon lay ave,jw,10.5,0.0,0.0,0.0,169.0,0.0,0.0,169.0,31.0,"['216', '217', '219', '220']",4.0,1,1.34967982522128,103.71170243402099,POINT (11545133.90425873 150259.5680747053),BL9,blk 185  /  187 boon lay ave,14356.1152,36445.4219,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.15,N,POINT (11545024.53742415 149835.4398356033),1.3458708704867612,103.71071997503024,blk 185 / 187 boon lay ave
1975.0,217,boon lay ave,jw,10.5,0.0,0.0,0.0,169.0,0.0,0.0,169.0,31.0,"['216', '217', '219', '220']",4.0,1,1.34948262227609,103.71102031899099,POINT (11545057.97156093 150237.6094519956),BL9,blk 185  /  187 boon lay ave,14356.1152,36445.4219,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.15,N,POINT (11545024.53742415 149835.4398356033),1.3458708704867612,103.71071997503024,blk 185 / 187 boon lay ave
1975.0,219,boon lay ave,jw,10.5,0.0,0.0,0.0,169.0,0.0,0.0,169.0,31.0,"['216', '217', '219', '220']",4.0,1,1.349395775755,103.71081959508801,POINT (11545035.62707826 150227.9390595104),BL9,blk 185  /  187 boon lay ave,14356.1152,36445.4219,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.15,N,POINT (11545024.53742415 149835.4398356033),1.3458708704867612,103.71071997503024,blk 185 / 187 boon lay ave
1975.0,220,boon lay ave,jw,10.5,0.0,0.0,0.0,169.0,0.0,0.0,169.0,31.0,"['216', '217', '219', '220']",4.0,1,1.34926379671314,103.70935646820699,POINT (11544872.7525389 150213.2431446838),BL9,blk 185  /  187 boon lay ave,14356.1152,36445.4219,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.15,N,POINT (11545024.53742415 149835.4398356033),1.3458708704867612,103.71071997503024,blk 185 / 187 boon lay ave
1973.0,88,zion rd,bm,14.0,0.0,0.0,103.8,22.0,1.4,0.0,127.2,33.0,"['88', '89', '90', '91', '92']",5.0,1,1.29432953718611,103.830674164813,POINT (11558377.77674929 144096.3614481504),H3,blk 87 zion rd,27910.6083,30378.7005,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.4,N,POINT (11558582.73737551 143726.5919793871),1.2910086868911086,103.83251535744479,blk 87 zion rd
1973.0,89,zion rd,bm,14.0,0.0,0.0,103.8,22.0,1.4,0.0,127.2,33.0,"['88', '89', '90', '91', '92']",5.0,1,1.29426164130111,103.83070076716801,POINT (11558380.7381099 144088.8013839534),H3,blk 87 zion rd,27910.6083,30378.7005,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.4,N,POINT (11558582.73737551 143726.5919793871),1.2910086868911086,103.83251535744479,blk 87 zion rd
1973.0,90,zion rd,bm,14.0,0.0,0.0,103.8,22.0,1.4,0.0,127.2,33.0,"['88', '89', '90', '91', '92']",5.0,1,1.29432953718611,103.830674164813,POINT (11558377.77674929 144096.3614481504),H3,blk 87 zion rd,27910.6083,30378.7005,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.4,N,POINT (11558582.73737551 143726.5919793871),1.2910086868911086,103.83251535744479,blk 87 zion rd
1973.0,91,zion rd,bm,14.0,0.0,0.0,103.8,22.0,1.4,0.0,127.2,33.0,"['88', '89', '90', '91', '92']",5.0,1,1.2927633389269195,103.83113120067,POINT (11558428.65374816 143921.9686129003),H3,blk 87 zion rd,27910.6083,30378.7005,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.4,N,POINT (11558582.73737551 143726.5919793871),1.2910086868911086,103.83251535744479,blk 87 zion rd
1973.0,92,zion rd,bm,14.0,0.0,0.0,103.8,22.0,1.4,0.0,127.2,33.0,"['88', '89', '90', '91', '92']",5.0,1,1.29291846505991,103.831126342052,POINT (11558428.11288928 143939.2415721014),H3,blk 87 zion rd,27910.6083,30378.7005,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.4,N,POINT (11558582.73737551 143726.5919793871),1.2910086868911086,103.83251535744479,blk 87 zion rd
1976.0,246,ang mo kio ave 2,amk,8.0,0.0,0.0,89.85714285714286,16.857142857142858,25.0,0.14285714285714285,131.85714285714286,30.0,"['246', '247', '248', '249', '250', '251', '252']",7.0,1,1.37727752619762,103.8344196492,POINT (11558794.72216402 153332.6002219445),A99,blk 181 ang mo kio ave 5,28433.4999,39885.5496,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,POINT (11559105.77584619 153300.055591962),1.3769852572551429,103.83721389196872,blk 181 ang mo kio ave 5
1976.0,247,ang mo kio ave 2,amk,8.0,0.0,0.0,89.85714285714286,16.857142857142858,25.0,0.14285714285714285,131.85714285714286,30.0,"['246', '247', '248', '249', '250', '251', '252']",7.0,1,1.37727752619762,103.8344196492,POINT (11558794.72216402 153332.6002219445),A99,blk 181 ang mo kio ave 5,28433.4999,39885.5496,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,POINT (11559105.77584619 153300.055591962),1.3769852572551429,103.83721389196872,blk 181 ang mo kio ave 5
1976.0,248,ang mo kio ave 2,amk,8.0,0.0,0.0,89.85714285714286,16.857142857142858,25.0,0.14285714285714285,131.85714285714286,30.0,"['246', '247', '248', '249', '250', '251', '252']",7.0,1,1.37744630297896,103.833505188627,POINT (11558692.92487869 153351.3937974194),A99,blk 181 ang mo kio ave 5,28433.4999,39885.5496,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,POINT (11559105.77584619 153300.055591962),1.3769852572551429,103.83721389196872,blk 181 ang mo kio ave 5
1976.0,249,ang mo kio ave 2,amk,8.0,0.0,0.0,89.85714285714286,16.857142857142858,25.0,0.14285714285714285,131.85714285714286,30.0,"['246', '247', '248', '249', '250', '251', '252']",7.0,1,1.3770478571896698,103.83453625533001,POINT (11558807.70269904 153307.0261978372),A99,blk 181 ang mo kio ave 5,28433.4999,39885.5496,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,POINT (11559105.77584619 153300.055591962),1.3769852572551429,103.83721389196872,blk 181 ang mo kio ave 5
1976.0,250,ang mo kio ave 2,amk,8.0,0.0,0.0,89.85714285714286,16.857142857142858,25.0,0.14285714285714285,131.85714285714286,30.0,"['246', '247', '248', '249', '250', '251', '252']",7.0,1,1.3773046274651202,103.834238557601,POINT (11558774.56313943 153335.617993091),A99,blk 181 ang mo kio ave 5,28433.4999,39885.5496,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,POINT (11559105.77584619 153300.055591962),1.3769852572551429,103.83721389196872,blk 181 ang mo kio ave 5
1976.0,251,ang mo kio ave 2,amk,8.0,0.0,0.0,89.85714285714286,16.857142857142858,25.0,0.14285714285714285,131.85714285714286,30.0,"['246', '247', '248', '249', '250', '251', '252']",7.0,1,1.3780098018256,103.836011208824,POINT (11558971.89377094 153414.1403413948),A99,blk 181 ang mo kio ave 5,28433.4999,39885.5496,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,POINT (11559105.77584619 153300.055591962),1.3769852572551429,103.83721389196872,blk 181 ang mo kio ave 5
1976.0,252,ang mo kio ave 2,amk,8.0,0.0,0.0,89.85714285714286,16.857142857142858,25.0,0.14285714285714285,131.85714285714286,30.0,"['246', '247', '248', '249', '250', '251', '252']",7.0,1,1.3758844942106798,103.834226632654,POINT (11558773.23566041 153177.483842766),A82,blk 173  /  176 ang mo kio ave 4,28342.7741,39740.6593,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,POINT (11559015.02382845 153154.1476877932),1.375674922394817,103.83639865272272,blk 173 / 176 ang mo kio ave 4
1976.0,9,ghim moh rd,qt,14.67,0.0,0.0,79.0,87.83333333333331,0.8333333333333334,0.0,167.66666666666666,30.0,"['9', '10', '11', '12', '9a', '12a']",6.0,1,1.31128823600905,103.787230603612,POINT (11553541.66163815 145984.6833114981),GM2,blk 7  /  8  /  9 ghim moh rd,22974.2865,32655.7823,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,POINT (11553645.13034049 146019.5540225195),1.3116014028826541,103.78816007877944,blk 7 / 8 / 9 ghim moh rd
1976.0,10,ghim moh rd,qt,14.67,0.0,0.0,79.0,87.83333333333331,0.8333333333333334,0.0,167.66666666666666,30.0,"['9', '10', '11', '12', '9a', '12a']",6.0,1,1.30949418096489,103.788724560909,POINT (11553707.96820372 145784.9177744941),GM6A,blk 13a ghim moh rd,23036.915,32422.5932,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,5,2.15,N,POINT (11553707.77927818 145784.7343558249),1.3094925337172718,103.788722863762,blk 13a ghim moh rd
1976.0,11,ghim moh rd,qt,14.67,0.0,0.0,79.0,87.83333333333331,0.8333333333333334,0.0,167.66666666666666,30.0,"['9', '10', '11', '12', '9a', '12a']",6.0,1,1.3093102262281495,103.789686083335,POINT (11553815.00439056 145764.4346781785),GM6A,blk 13a ghim moh rd,23036.915,32422.5932,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,5,2.15,N,POINT (11553707.77927818 145784.7343558249),1.3094925337172718,103.788722863762,blk 13a ghim moh rd
1976.0,12,ghim moh rd,qt,14.67,0.0,0.0,79.0,87.83333333333331,0.8333333333333334,0.0,167.66666666666666,30.0,"['9', '10', '11', '12', '9a', '12a']",6.0,1,1.31182111083205,103.787326110924,POINT (11553552.29346349 146044.0182103812),GM6A,blk 13a ghim moh rd,23036.915,32422.5932,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,5,2.15,N,POINT (11553707.77927818 145784.7343558249),1.3094925337172718,103.788722863762,blk 13a ghim moh rd
1976.0,9a,ghim moh rd,qt,14.67,0.0,0.0,79.0,87.83333333333331,0.8333333333333334,0.0,167.66666666666666,30.0,"['9', '10', '11', '12', '9a', '12a']",6.0,1,1.3096378936473798,103.78764714946199,POINT (11553588.03131006 145800.9199767825),GM6B,blk 16a ghim moh rd,22917.7735,32435.7026,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,POINT (11553588.60666132 145797.933320733),1.3096110710678959,103.78765231793031,blk 16a ghim moh rd
1976.0,12a,ghim moh rd,qt,14.67,0.0,0.0,79.0,87.83333333333331,0.8333333333333334,0.0,167.66666666666666,30.0,"['9', '10', '11', '12', '9a', '12a']",6.0,1,1.31307616572182,103.787581244962,POINT (11553580.69485468 146183.766943809),GM1B,blk 5a ghim moh rd,22985.068,32801.7739,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,POINT (11553655.91201272 146166.5674653045),1.3129217007451546,103.78825693218896,blk 5a ghim moh rd
1975.0,94,henderson rd,bm,14.0,0.0,0.0,179.0,84.0,2.5,0.0,265.5,32.0,"['94', '96']",2.0,1,1.28754291526066,103.821337244768,POINT (11557338.3955643 143340.6863496782),HRM,blk 96 henderson rd,26668.6582,29993.0383,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,POINT (11557340.47587043 143338.2311305442),1.287520865220459,103.82135593247592,blk 96 henderson rd
1975.0,96,henderson rd,bm,14.0,0.0,0.0,179.0,84.0,2.5,0.0,265.5,32.0,"['94', '96']",2.0,1,1.28754291526066,103.821337244768,POINT (11557338.3955643 143340.6863496782),HRM,blk 96 henderson rd,26668.6582,29993.0383,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,POINT (11557340.47587043 143338.2311305442),1.287520865220459,103.82135593247592,blk 96 henderson rd
1950.0,17,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27736066510424,103.831600213349,POINT (11558480.86400077 142206.9194494769),TE25,blk 17  /  31  /  141  /  150 kg bahru rd,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558390.41798488 142208.1441556537),1.2773716640930206,103.83078772296444,blk 17 / 31 / 141 / 150 kg bahru rd
1950.0,19,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27707706824335,103.83142585691601,POINT (11558461.45473143 142175.3417458786),TE25,blk 17  /  31  /  141  /  150 kg bahru rd,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558390.41798488 142208.1441556537),1.2773716640930206,103.83078772296444,blk 17 / 31 / 141 / 150 kg bahru rd
1950.0,23,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27727696508459,103.831093355841,POINT (11558424.44088107 142197.5996900598),TE25,blk 17  /  31  /  141  /  150 kg bahru rd,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558390.41798488 142208.1441556537),1.2773716640930206,103.83078772296444,blk 17 / 31 / 141 / 150 kg bahru rd
1950.0,25,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27688315064167,103.830883904963,POINT (11558401.12491599 142153.7495746546),TE25,blk 17  /  31  /  141  /  150 kg bahru rd,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558390.41798488 142208.1441556537),1.2773716640930206,103.83078772296444,blk 17 / 31 / 141 / 150 kg bahru rd
1950.0,26,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27688315064167,103.830883904963,POINT (11558401.12491599 142153.7495746546),TE25,blk 17  /  31  /  141  /  150 kg bahru rd,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558390.41798488 142208.1441556537),1.2773716640930206,103.83078772296444,blk 17 / 31 / 141 / 150 kg bahru rd
1950.0,27,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.2763901192721498,103.83027133017099,POINT (11558332.93340207 142098.8519468217),TE25,blk 17  /  31  /  141  /  150 kg bahru rd,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558390.41798488 142208.1441556537),1.2773716640930206,103.83078772296444,blk 17 / 31 / 141 / 150 kg bahru rd
1950.0,29,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.2763901192721498,103.83027133017099,POINT (11558332.93340207 142098.8519468217),TE25,blk 17  /  31  /  141  /  150 kg bahru rd,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558390.41798488 142208.1441556537),1.2773716640930206,103.83078772296444,blk 17 / 31 / 141 / 150 kg bahru rd
1950.0,31,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27707706824335,103.83142585691601,POINT (11558461.45473143 142175.3417458786),TE25,blk 17  /  31  /  141  /  150 kg bahru rd,27718.3359,28870.7891,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558390.41798488 142208.1441556537),1.2773716640930206,103.83078772296444,blk 17 / 31 / 141 / 150 kg bahru rd
1950.0,18,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27628087754899,103.829795380026,POINT (11558279.95087428 142086.6881959316),TE14,blk 140  /  142 jln bt merah,27503.2019,28827.5456,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558175.23094268 142164.5983193842),1.2769805823717464,103.8288546648749,blk 140 / 142 jln bt merah
1950.0,22,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27604839626379,103.82936381544,POINT (11558231.90932433 142060.8020768736),TE14,blk 140  /  142 jln bt merah,27503.2019,28827.5456,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558175.23094268 142164.5983193842),1.2769805823717464,103.8288546648749,blk 140 / 142 jln bt merah
1950.0,24,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27604839626379,103.82936381544,POINT (11558231.90932433 142060.8020768736),TE14,blk 140  /  142 jln bt merah,27503.2019,28827.5456,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558175.23094268 142164.5983193842),1.2769805823717464,103.8288546648749,blk 140 / 142 jln bt merah
1950.0,28,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27604839626379,103.82936381544,POINT (11558231.90932433 142060.8020768736),TE14,blk 140  /  142 jln bt merah,27503.2019,28827.5456,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558175.23094268 142164.5983193842),1.2769805823717464,103.8288546648749,blk 140 / 142 jln bt merah
1950.0,30,silat walk,bm,3.5,0.0,0.0,11.076923076923077,4.9230769230769225,0.0,0.0,16.0,57.0,"['17', '18', '19', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']",13.0,1,1.27628087754899,103.829795380026,POINT (11558279.95087428 142086.6881959316),TE14,blk 140  /  142 jln bt merah,27503.2019,28827.5456,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,POINT (11558175.23094268 142164.5983193842),1.2769805823717464,103.8288546648749,blk 140 / 142 jln bt merah
1977.0,401,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,1.3109658051563702,103.76786340603701,POINT (11551385.71506601 145948.7810733985),C5,"blk 358-360  ,  362-363  ,  366-367 clementi ave 2",20905.8297,32821.8286,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,POINT (11551576.13179837 146186.7169425602),1.313102659052513,103.76957394864732,"blk 358-360 , 362-363 , 366-367 clementi ave 2 358 359 360 362 363 366 367"
1977.0,407,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,1.3109658051563702,103.76786340603701,POINT (11551385.71506601 145948.7810733985),C5,"blk 358-360  ,  362-363  ,  366-367 clementi ave 2",20905.8297,32821.8286,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,POINT (11551576.13179837 146186.7169425602),1.313102659052513,103.76957394864732,"blk 358-360 , 362-363 , 366-367 clementi ave 2 358 359 360 362 363 366 367"
1977.0,402,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,1.3097910211685502,103.768657661297,POINT (11551474.13115711 145817.9705089459),C4M,blk 413a c'wealth ave west,21009.1656,32642.4126,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.0,N,POINT (11551679.49910391 146006.0480773017),1.3114801086975745,103.77050251295181,blk 413a c'wealth ave west
1977.0,403,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,1.30925465460082,103.76766272974899,POINT (11551363.37588381 145758.2468574094),C4M,blk 413a c'wealth ave west,21009.1656,32642.4126,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.0,N,POINT (11551679.49910391 146006.0480773017),1.3114801086975745,103.77050251295181,blk 413a c'wealth ave west
1977.0,404,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,1.30982536445829,103.77007316985001,POINT (11551631.70484844 145821.7945856616),C4M,blk 413a c'wealth ave west,21009.1656,32642.4126,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.0,N,POINT (11551679.49910391 146006.0480773017),1.3114801086975745,103.77050251295181,blk 413a c'wealth ave west
1977.0,408,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,1.31017571904179,103.77000324485,POINT (11551623.92083305 145860.8060757639),C4M,blk 413a c'wealth ave west,21009.1656,32642.4126,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.0,N,POINT (11551679.49910391 146006.0480773017),1.3114801086975745,103.77050251295181,blk 413a c'wealth ave west
1977.0,409,clementi ave 1,cl,13.0,0.0,0.0,113.85714285714286,51.42857142857143,1.1428571428571428,1.2857142857142858,167.71428571428572,30.0,"['401', '402', '403', '404', '407', '408', '409']",7.0,1,1.30945612208307,103.769918822857,POINT (11551614.52301977 145780.6799724203),C4M,blk 413a c'wealth ave west,21009.1656,32642.4126,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.0,N,POINT (11551679.49910391 146006.0480773017),1.3114801086975745,103.77050251295181,blk 413a c'wealth ave west
1976.0,2,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,1.32253491698752,103.73722725885,POINT (11547975.31476128 147236.9888854711),TG1,blk 24 & 25 teban gdns,17351.3149,33950.9498,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,POINT (11548020.64968462 147323.6269891111),1.323312992864623,103.7376345093954,blk 24 & 25 teban gdns
1976.0,6,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,1.3232973432575,103.739388082047,POINT (11548215.85649927 147321.884418069),TG1,blk 24 & 25 teban gdns,17351.3149,33950.9498,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,POINT (11548020.64968462 147323.6269891111),1.323312992864623,103.7376345093954,blk 24 & 25 teban gdns
1976.0,7,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,1.32253491698752,103.73722725885,POINT (11547975.31476128 147236.9888854711),TG1,blk 24 & 25 teban gdns,17351.3149,33950.9498,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,POINT (11548020.64968462 147323.6269891111),1.323312992864623,103.7376345093954,blk 24 & 25 teban gdns
1976.0,3,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,1.32100982297017,103.73748275185,POINT (11548003.75611194 147067.1710102169),TG3,blk 30  /  31  /  46  /  48 teban gdns,17500.7539,33654.8242,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.39,N,POINT (11548170.13933131 147025.4340457675),1.320634993058801,103.73897739773975,blk 30 / 31 / 46 / 48 teban gdns
1976.0,4,teban gardens rd,je,14.67,0.0,0.0,67.2,12.0,12.5,0.0,91.7,31.0,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",10.0,1,1.32117309678604,103.73893235112,POINT (11548165.12476453 147085.3514007885),TG3,blk 30  /  31  /  46  /  48 teban gdns,17500.7539,33654.8242,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.39,N,POINT (11548170.13933131 147025.4340457675),1.320634993058801,103.73897739773975,blk 30 / 31 / 46 / 48 teban gdns
